0 SCALE_EMI_DMS SCALE_EMI_SHP_SO2 SCALE_EMI_ANTNS_SO2 SCALE_EMI_ANT_BC SCALE_EMI_ANT_OC SCALE_EMI_BB_SO2 SCALE_EMI_BB_BC SCALE_EMI_BB_OC SCALE_FRICV SCALE_EMI_SS_ACC SCALE_EMI_SS_COARSE SCALE_SEASALT_EXPO SCALE_EMI_CMR_FF SCALE_EMI_CMR_BB BC_RAD_NI DU_RAD_NI SCALE_SO2_REACTIONS SCALE_DMS_REACTIONS SCALE_WETDEP_IC SCALE_WETDEP_BC SCALE_DRYDEP_ACC SCALE_SO4_COATING KAPPA_SO4 KAPPA_OC SCALE_ACTIVATION SCALE_VERTICAL_VELOCITY SCALE_NUC_FT INSTALL START END
PPE_ENS_71 2.9398231 2.1382189 1.1979554 1.0737124 1.0679866 2.5861708 0.9756231 0.6709910 0.9177593 0.3791858 0.9718582 1.0515782 3.7526344e-08 8.8364480e-08 0.5766588 1.2836769e-03 1.6360765 1.8859016 1.1179779 0.8206809 2.0797706 2.9486503 0.5851389 0.1688918 1.2203522 1.0070819 3.0063489 0 0 0
PPE_ENS_72 0.8560680 0.6388248 0.7498634 0.9524980 1.4008905 0.6920512 1.2178405 2.0214879 1.0265929 0.6302486 0.5320432 1.0982913 1.8664262e-08 1.7791130e-07 0.7122718 2.9069979e-03 1.5313951 0.9934694 1.1815545 0.9229481 0.6156504 3.1202869 0.4737184 0.1367375 0.9949926 0.9455900 6.9754133 0 0 0
PPE_ENS_73 2.2643091 0.4985242 0.9736907 1.0694823 1.6004014 2.4956809 1.2971773 1.5628150 0.9850697 1.9756869 1.3666215 0.9416661 4.2538762e-08 7.0781826e-08 0.7964347 3.7641391e-03 1.9860338 0.5799818 0.7826411 2.0366366 2.6158313 0.5312323 0.6362793 5.6286682e-02 0.9189046 1.8998949 2.3457168 0 0 0
PPE_ENS_74 1.3635935 0.8453280 0.9169757 1.5473127 0.7266302 0.5091140 0.4803837 2.4175593 1.0752348 2.2041921 0.7505083 1.0121221 4.4788740e-08 1.4627040e-07 0.8436429 1.4166468e-03 0.5789049 1.1110790 0.9173354 0.7295483 2.2323205 1.2795686 0.4839995 0.1295640 0.8693512 1.1490559 2.3965582 0 0 0
PPE_ENS_75 2.7213756 0.3636135 1.3774958 1.3806777 1.0356569 1.1270518 1.2357257 1.1440356 1.0288063 1.5816232 2.6404904 1.0321123 2.0753301e-08 7.3839274e-08 0.7401299 4.5425481e-03 0.9988357 1.4930055 1.1820295 1.8053745 3.6547219 2.1287446 0.4618945 4.8195809e-02 0.9313497 1.6214920 2.0323952 0 0 0
PPE_ENS_76 0.6770810 0.5779263 1.3068314 1.6072722 0.8603882 2.7196474 3.3078852 0.7619018 1.0195649 1.5880202 2.1290301 1.0020948 2.0442425e-08 1.5840873e-07 0.2825748 1.7942998e-03 1.5031663 1.9394256 0.8942253 1.3561713 3.0604763 0.6252773 0.7935345 0.2340999 1.0369159 1.6604905 0.3075066 0 0 0
PPE_ENS_77 1.0028986 2.3784432 0.7282085 1.1435366 0.7428702 1.3722083 3.4536646 0.6909427 1.0673877 0.6042748 0.9502582 1.0797712 3.8433947e-08 1.6875161e-07 0.6014993 4.0435017e-03 0.7666359 1.3570371 1.0173500 1.7057386 4.2063384 0.5131441 0.4070180 6.8120170e-02 0.9369090 0.9221466 1.2081958 0 0 0
PPE_ENS_78 1.1482122 0.4431019 0.8344330 0.6841952 1.1824599 2.2890847 1.8546019 0.5023686 1.0738495 2.1556162 1.0116392 0.9806572 2.1805815e-08 9.0025501e-08 0.8021928 4.1237100e-03 1.0984009 0.9273314 0.9916863 1.5041096 0.2588659 1.8895413 0.5817177 0.1035232 0.8512117 0.9369731 3.6462880 0 0 0
PPE_ENS_79 2.5410184 1.4007116 1.2716788 0.7582069 1.4454172 3.7448217 2.2717078 2.7322713 1.0661152 0.8307883 0.9303980 0.9176953 4.4338298e-08 1.4172262e-07 0.6963663 2.6073515e-04 1.9078510 0.9701205 0.7621964 2.1448287 1.5016512 1.8852018 0.5095086 3.1689315e-02 1.0785075 0.8828850 2.9243274 0 0 0
PPE_ENS_80 1.7668921 3.2318666 1.0613939 1.2528610 1.2075095 1.8582279 0.7016688 0.9642690 1.0976420 0.3129007 2.3355366 1.0858736 2.4515123e-08 7.8464349e-08 0.7357344 5.7131344e-04 1.9273869 1.4190309 1.1029401 0.5464527 4.3184060 4.2037958 0.4456747 6.5861348e-02 1.0272020 0.6827609 7.7313921 0 0 0
PPE_ENS_81 0.5684867 1.7632766 1.2304286 0.6677165 1.3116924 1.4702382 2.0538564 1.0990327 1.0723902 1.2471062 0.8749584 1.0491827 3.2749792e-08 1.2186949e-07 0.6764765 1.0949788e-03 1.3440873 1.5487758 1.2106653 0.7948980 1.0243238 3.0558724 0.6923253 5.3122041e-02 0.9098226 1.9994107 4.1935118 0 0 0
PPE_ENS_82 0.2648400 2.0706604 1.0363287 1.0886362 1.4533900 0.4684294 3.2771346 1.2435572 0.9872018 0.3417330 1.7663409 0.9084410 4.2645773e-08 1.2504218e-07 0.8251795 3.6455155e-03 0.8606170 1.1008580 0.8768716 1.3347318 5.4394235 2.1800011 0.4725107 0.2532021 1.1011272 1.3124491 2.4226036 0 0 0
PPE_ENS_83 2.9628855 1.8864480 0.7775084 1.9072168 1.5467350 0.4496078 0.5574279 1.8263814 1.0535289 1.0958746 2.0514625 1.0646225 3.3281666e-08 1.0982877e-07 0.6206293 3.2777058e-03 0.9619527 1.4561416 0.7691361 1.9489650 4.2656686 0.6529700 0.7688112 0.1603509 1.2177013 0.9955067 1.4751365 0 0 0
PPE_ENS_84 2.4122644 0.4149245 1.1625917 1.1822618 1.4796882 3.2651210 3.2201043 1.8710564 0.9011744 2.0894835 1.7901099 1.0643138 2.5820636e-08 7.9339949e-08 0.8244067 3.7542046e-04 0.5883466 0.8993708 1.1552631 1.6898635 2.0686931 2.8935259 0.7479412 0.1942211 1.1683677 0.7623060 4.8462099 0 0 0
PPE_ENS_85 1.2430110 2.2482130 1.3741963 0.9169353 1.1440242 1.6520992 1.4567133 1.0678646 1.0789304 0.5601418 1.4516714 1.0732809 2.3447374e-08 8.7868489e-08 0.7589326 8.2058005e-03 1.7144715 1.7839842 0.8486250 0.6396704 1.5160038 3.6005094 0.6695120 0.1913072 0.9561087 1.1269871 1.4594911 0 0 0
PPE_ENS_86 1.8549605 1.3238870 1.2846930 1.7372438 1.7062441 1.0739627 2.3367434 2.5673605 0.9638910 0.3684343 2.1020139 1.0667333 3.9916220e-08 1.8288107e-07 0.6865565 5.5309981e-04 1.1304780 0.5705224 0.9811534 0.7998059 0.8332836 0.9921576 0.5636214 6.2772566e-02 0.7773440 0.9040009 0.4867253 0 0 0
PPE_ENS_87 1.1081657 0.3394338 1.7914166 0.6786687 0.6054220 0.9683729 0.8606221 1.3734943 1.0375751 2.4059355 0.4494188 0.9292511 4.2108257e-08 9.8063647e-08 0.7094488 1.0581736e-03 1.1978096 1.3881353 0.7901246 0.6572821 2.0284221 3.2332092 0.7172865 0.1308725 1.1124965 1.7144871 2.9382331 0 0 0
PPE_ENS_88 2.0307105 2.8011006 0.6444611 1.5151809 0.9548102 1.4862608 0.5136493 1.2975454 1.0027803 1.5503140 1.2325582 1.0346478 3.5314869e-08 2.0508786e-07 0.3939535 2.2868898e-03 0.7560459 0.9421843 1.1345520 2.1056214 1.0567685 3.2528479 0.7827274 0.1421993 1.1944448 1.3087270 3.6669229 0 0 0
PPE_ENS_89 2.6975441 1.6723543 1.1330684 1.2157528 0.8559642 1.4503833 1.3143608 1.1625824 0.9602914 2.3075818 0.9994811 1.0404115 2.0183604e-08 1.3420624e-07 0.2401501 3.6076032e-04 0.8045197 1.6159503 0.8602593 2.4389958 3.4481210 0.7206714 0.4335412 8.0759718e-02 1.0415007 0.5963651 1.8962589 0 0 0
PPE_ENS_90 0.3275353 1.3729049 1.4447601 0.6888380 0.8201963 1.2023787 1.1334247 0.6755212 0.9127754 0.5226074 0.2316439 0.9207541 2.8014783e-08 1.8115923e-07 0.2956854 2.7820264e-03 1.9502167 1.6499374 1.1295313 0.6881988 0.8622919 1.2020273 0.6495881 4.1119175e-02 1.2390569 1.6405768 3.0184636 0 0 0
PPE_ENS_91 1.8381222 3.7897317 1.0911552 1.8374140 0.7350525 1.4362924 1.8035705 3.3234493 0.9722735 1.9131888 0.2527078 1.0523571 3.2957913e-08 1.3308808e-07 0.6969477 1.1390176e-03 1.6942413 1.5548906 1.2452333 1.6550924 1.8557180 2.3601085 0.6062503 0.1757905 1.2234334 0.9001016 6.8350909 0 0 0
PPE_ENS_92 2.0813237 0.7871831 1.4583515 0.8794207 0.8808740 2.3858250 2.3947361 1.1027773 0.9339582 1.7140089 0.8243154 1.0306250 2.0060225e-08 1.8793346e-07 0.4277554 1.3047877e-03 1.1005801 0.6337569 1.0512071 1.7968608 4.0113483 1.1485579 0.6756319 6.3906170e-02 1.2454833 1.1168485 3.3950161 0 0 0
PPE_ENS_93 2.9612184 2.6052851 1.0310760 0.8686127 1.3549179 1.5937392 1.1583780 1.6336401 1.0259463 0.6488764 2.8485074 1.0192443 2.4016573e-08 1.0832222e-07 0.5913323 1.2438597e-03 0.7381106 1.2715817 1.1056379 1.8809334 0.8803305 2.1193437 0.5180034 0.2265836 0.7735254 0.8136742 4.6408324 0 0 0
PPE_ENS_94 1.6628386 1.4918845 1.0983525 1.3771838 1.5782653 0.4344067 3.8801610 1.6445381 0.9078298 0.1188520 1.5135110 1.0361736 4.0867170e-08 9.9134038e-08 0.5966585 2.0779453e-03 1.0178350 1.8594923 0.8737961 2.1711191 5.0491949 2.5069605 0.5785905 0.1104011 0.9179034 1.9071360 1.6828423 0 0 0
PPE_ENS_95 2.1209490 1.3054283 1.1767007 1.3685291 0.7533952 0.4546726 3.1236110 2.8032373 0.9225083 2.1645967 1.8616428 1.0484082 1.9882883e-08 1.5977060e-07 0.6341788 3.1578238e-03 1.9209515 1.3606504 1.0743503 2.0861092 3.5227935 1.0311075 0.4872719 0.2152825 0.9412190 1.7324495 0.9552192 0 0 0
PPE_ENS_96 1.9350032 0.9701756 1.7744977 0.8331322 1.7597844 2.7608394 0.5398159 0.4590998 0.9359611 1.1598379 2.1695228 1.0265623 2.7939606e-08 1.1227033e-07 0.6771700 3.0031398e-03 0.8150540 0.8321905 1.1119952 2.3398746 1.4903788 0.5021685 0.6343980 9.1988069e-02 0.9614845 0.5116786 0.7209167 0 0 0
PPE_ENS_97 2.1897915 1.0939968 1.5051469 1.2311421 1.3352799 0.4192131 1.3401700 1.7736523 1.0914526 0.2995579 1.9637502 0.9451533 2.0955403e-08 1.2092663e-07 0.5082038 6.9633225e-04 1.9573171 1.8220131 0.9031000 0.9610553 3.2220751 3.7695918 0.4314166 0.1123253 1.1464578 1.1362535 5.8253017 0 0 0
PPE_ENS_98 1.8875971 3.0126918 0.9907693 1.1615536 1.6649387 1.1239493 2.0392985 0.9307977 0.9578029 1.8464908 1.6299037 1.0257249 4.0742857e-08 1.0422865e-07 0.7802047 3.4931114e-03 1.4801021 0.5433069 0.8318661 1.9465682 3.2842113 1.8423278 0.6552748 0.1023067 1.2078435 1.9157227 0.1949777 0 0 0
PPE_ENS_99 1.8683389 0.8071416 1.0875942 1.4597449 1.0827275 0.6292419 1.8250173 1.1838765 1.0413682 0.6626595 0.7473588 0.9215127 3.8581745e-08 1.5301794e-07 0.7491909 5.7222310e-03 1.2971773 1.0926769 1.0695313 1.8679747 5.7325086 2.5925478 0.4998346 0.1145211 0.8750864 1.6765232 6.2137098 0 0 0
PPE_ENS_100 2.4197383 2.6420915 0.9327049 0.6385814 1.7364294 2.7877307 2.8334462 1.7436321 0.9613525 0.5334134 2.2165168 1.0001846 4.4992504e-08 4.6976574e-08 0.8368231 1.6208441e-03 1.3052528 1.5624701 1.2186407 1.1536407 1.1587573 1.4513159 0.6374713 4.9256283e-02 1.0320213 1.9867501 3.9434466 0 0 0
PPE_ENS_101 0.3998912 2.0218758 1.5831704 1.2550871 1.4723164 2.8583525 2.0370365 1.1535145 1.0634616 0.4417029 0.9847699 0.9101870 3.4752360e-08 6.1214697e-08 0.5528039 2.6447208e-03 0.5131704 1.8155700 1.0916785 1.3912570 1.2455605 4.1209977 0.6487680 0.1527814 0.9583829 1.7064301 3.7594634 0 0 0
PPE_ENS_102 1.0917117 2.0563016 0.7398822 1.5817443 1.5649604 2.9360893 1.8839226 1.7564205 0.9735219 0.9657847 1.3434863 0.9566543 1.5823675e-08 6.7661177e-08 0.4687577 5.7587343e-03 0.7285369 1.0026992 1.1774226 0.9145300 0.3311895 0.5534806 0.7319579 5.9198927e-02 0.7938562 1.6720302 0.8338270 0 0 0
PPE_ENS_103 1.3118299 1.3612883 1.2427963 0.8398596 1.4398630 1.8224995 2.3106244 2.4486047 1.0826612 1.8825299 0.7206784 1.0915054 2.2025301e-08 1.0476693e-07 0.6193418 1.4750285e-03 1.7577467 0.7547352 1.1411615 1.0766445 0.9509374 0.5925775 0.6150675 6.9858260e-02 1.2374733 0.7786397 3.7203240 0 0 0
PPE_ENS_104 2.1076142 1.3076926 0.6275165 1.0585886 1.0224991 1.5443732 1.1801603 0.9980043 1.0047952 0.4696848 1.5168075 1.0722175 3.6635951e-08 1.1885764e-07 0.7624534 1.9730103e-03 1.6908833 1.3288238 0.7530252 0.9567011 4.4862540 0.7043906 0.6855378 9.0473246e-02 1.2340921 0.7468173 4.9436694 0 0 0
PPE_ENS_105 0.9198358 0.7684291 0.8945887 1.5615403 1.8734326 2.2055900 2.1226118 0.5488464 1.0226770 1.6044406 2.5073696 1.0927197 2.8198992e-08 9.1393354e-08 0.5842063 1.7705169e-03 1.8240013 0.6994826 1.1661955 0.7069579 0.8002686 1.3040121 0.4405708 5.0425036e-02 0.7550494 0.5044706 6.7227000 0 0 0
PPE_ENS_106 0.2113684 1.6677281 0.8445671 1.5651403 1.0644482 2.6507405 2.5568131 1.4932359 0.9026175 1.1640425 0.8893524 0.9130670 1.7480860e-08 1.1079652e-07 0.3597829 2.6246291e-03 0.5057136 1.1355694 1.1483157 1.0329496 2.7511081 2.0617576 0.4092605 0.1277481 0.9870213 1.7125766 3.1326016 0 0 0
PPE_ENS_107 1.8488946 1.4774075 0.9867975 0.7042429 1.6326307 1.4463737 1.6058558 2.4738203 1.0128754 1.1507494 0.9618623 1.0561458 3.8171925e-08 1.1325694e-07 0.8543146 1.9224746e-03 1.9732745 1.4853640 1.2294492 1.8475223 3.7049269 1.3990942 0.6172637 0.1461894 0.8095346 1.2877909 1.8470676 0 0 0
PPE_ENS_108 0.5203151 1.5247206 1.1551084 0.7897031 1.1908470 0.3455039 2.8921708 2.2995644 1.0324895 1.8914875 1.9931510 0.9392162 2.5340021e-08 1.3964174e-07 0.4076738 3.4372770e-03 1.3305829 1.2518686 1.2360238 0.4991636 2.3726298 2.4057477 0.7058844 4.2982122e-02 1.2096755 1.4112982 0.7307102 0 0 0
PPE_ENS_109 0.9837828 2.2012289 1.6214315 1.8189870 0.8308861 1.3015507 1.0736588 0.5296010 0.9395986 0.8111633 0.4004669 0.9872968 4.1812998e-08 1.0028660e-07 0.5499178 2.3845828e-03 0.9788741 1.6711383 0.8171643 2.2960959 0.1645720 2.2068193 0.7605892 0.3336865 1.0960015 1.3613193 4.4478026 0 0 0
PPE_ENS_110 0.8460003 1.1715570 1.5672707 1.0009846 1.4646172 1.9051504 2.9357313 3.2169667 1.0696588 2.2785675 0.7731506 1.0228749 3.1804386e-08 5.9296292e-08 0.7280553 2.0371248e-03 1.0893611 0.6928288 1.1265482 1.4250443 1.1414114 3.0770821 0.6878129 5.4337101e-02 0.8852219 1.3388638 6.3227222e-02 0 0 0
PPE_ENS_111 1.4344828 0.9935116 1.8935474 1.3530986 1.4490969 0.8067172 0.4089940 0.9470097 0.9443177 2.1128803 1.6763218 1.0187763 3.2348076e-08 1.2933784e-07 0.6387453 5.1699352e-03 1.6840919 0.8392130 0.8923392 0.5244846 1.9242842 0.3809234 0.4831130 0.1643044 0.7753553 0.7051912 1.2242703 0 0 0
PPE_ENS_112 0.7792664 0.6032363 1.4205212 0.6063866 0.9181360 2.8231639 1.9890183 1.2006786 1.0891825 1.7796933 2.2681612 1.0383961 1.7333213e-08 1.4119822e-07 0.2150618 1.1589537e-03 0.9467602 1.1615969 0.8201582 1.0470239 1.9026426 2.3751045 0.7848986 2.3197157e-02 0.8450187 0.6684816 0.9358532 0 0 0
PPE_ENS_113 2.1322090 3.1695432 1.4724633 1.7448996 1.3848597 1.4910672 1.9013415 2.8254914 0.9353425 2.0313302 2.2721952 0.9746475 3.0517716e-08 1.3579028e-07 0.3006595 2.0306438e-04 1.5267668 1.7497010 1.0233683 1.8762121 3.9727904 0.5643734 0.7421408 2.7600730e-02 0.9221428 1.9336348 1.6163622 0 0 0
PPE_ENS_114 2.3037719 0.9627000 1.3902367 0.6181175 1.2530411 2.2550555 2.2945437 0.4337011 1.0939367 1.6201117 1.1595922 0.9927081 2.7556058e-08 1.1538789e-07 0.7857659 3.3603246e-03 0.7030468 1.1965512 1.0482027 0.4931362 4.0795670 2.4563222 0.7926935 0.1611859 1.0599507 1.4478105 3.9090026 0 0 0
PPE_ENS_115 1.4871159 1.9198961 0.8594441 0.7237192 1.3279612 0.2623610 0.8254159 3.1500188 1.0430286 1.2339376 0.8648849 0.9784796 3.3780372e-08 5.3799314e-08 0.7341898 3.9917424e-03 1.5451308 0.9730468 0.9449299 1.2346578 1.2416129 3.2937080 0.6189391 0.1340494 0.8349202 1.1881518 0.3983222 0 0 0
PPE_ENS_116 1.2737698 1.6535207 1.4134238 1.0103269 0.8353731 0.9253231 1.3570356 1.7246397 1.0383632 1.7438562 0.3977308 1.0869809 2.3970144e-08 7.1137608e-08 0.7208999 1.0246197e-03 0.7928380 1.5790163 0.9322477 0.9831126 3.7400620 0.4418894 0.7184756 0.1570675 1.1507639 1.1047727 0.8696452 0 0 0
PPE_ENS_117 1.1915624 2.5748338 1.2791409 1.8700918 1.1680889 1.0555333 0.6119443 0.3938044 0.9037821 1.9520250 1.9400507 0.9017193 3.2529495e-08 7.2437477e-08 0.6107642 2.4390664e-03 1.7436294 1.2797470 0.9020258 1.6121241 5.6090900 2.8248532 0.6024976 0.2207710 1.0051262 1.4337076 5.4108773 0 0 0
PPE_ENS_118 2.0647142 1.4035884 0.6393107 0.6312174 1.1220685 2.9039749 0.3620523 3.7850631 1.0907175 0.2719945 1.2066326 0.9141604 4.2886242e-08 1.9808426e-07 0.8175047 1.5979531e-03 0.9658061 1.3328390 1.1216052 0.8542713 0.7457386 3.0951360 0.6596374 0.1044792 0.8726205 1.5275681 4.4862400 0 0 0
PPE_ENS_119 2.6098163 0.2658079 1.2074590 1.2424032 0.8726646 0.6214815 0.6469890 3.0433548 1.0236935 2.1460035 1.4013457 0.9584986 3.9404472e-08 1.0117603e-07 0.6438310 4.1404503e-04 0.5978869 0.7964657 0.8286869 1.6676305 3.8260555 3.8185104 0.6989906 0.1453951 0.9818170 1.4842104 2.7500072 0 0 0
PPE_ENS_120 0.2314432 0.9137376 1.2176754 1.0992510 1.3167686 2.4148495 2.7643367 3.3842284 0.9190937 1.7351242 2.3177974 0.9881873 3.7480919e-08 1.7062419e-07 0.5274055 2.9497995e-03 1.6708754 1.3131917 1.0282146 0.5782300 1.1275409 1.6725753 0.4778064 0.1013527 1.0737535 1.7434674 5.1165461 0 0 0
PPE_ENS_121 2.5962292 1.6362379 0.7741570 1.1089867 1.1272595 3.5406865 2.1153700 3.4964643 1.0568272 0.9275608 0.5156187 0.9559632 3.8732464e-08 7.9986839e-08 0.4960402 2.9695331e-03 1.2025457 0.7237829 1.1448407 1.2310310 3.3867386 1.1825022 0.4567420 0.1227132 0.9679852 1.6293259 4.0857431 0 0 0
PPE_ENS_122 1.4168634 1.2232209 1.4352052 0.9995756 1.5044589 0.8458532 2.7077950 1.0330929 1.0393771 1.4393655 0.6143487 1.0826465 3.2059591e-08 5.3169013e-08 0.6817086 4.0066934e-04 1.8453962 1.0103736 0.8021812 0.7585982 0.2735883 3.9771313 0.5978290 0.1385100 0.8330453 0.5789921 0.1123872 0 0 0
PPE_ENS_123 1.7236185 0.7956767 1.5321036 1.1536682 1.2323255 1.3976623 3.5234845 0.5675906 0.9998479 0.5552361 1.3316485 0.9623529 3.7336621e-08 2.2347679e-07 0.3245712 4.7554516e-03 1.3693136 1.6412781 0.9145593 0.5622824 7.6760618 3.6211307 0.5427113 0.1541664 1.0696597 0.7563897 2.5452341 0 0 0
PPE_ENS_124 0.3613129 1.3485052 1.8844616 1.4943631 1.8617320 0.9995389 1.3831323 1.8807131 0.9404757 2.2271044 0.4890320 1.0129257 3.0395964e-08 1.2389325e-07 0.4168647 2.7652921e-03 1.0234756 0.8450097 1.2009961 2.0477096 2.9808381 2.5710176 0.6401540 7.4828016e-02 0.8425295 1.4918379 0.4484351 0 0 0
PPE_ENS_125 2.0935064 2.5385097 1.5021474 1.5196280 0.8797046 1.3829915 1.4678122 2.1315891 0.9164685 0.2421718 1.2674959 1.0896652 1.7705333e-08 5.7310080e-08 0.8332746 5.1257427e-04 0.6149596 1.4534601 0.8032449 1.8136672 4.5588225 1.1119613 0.7225957 0.1667192 0.9545244 1.6131391 0.7538713 0 0 0
PPE_ENS_126 1.0480580 1.2627079 0.7238823 1.6751775 0.9824529 2.3478072 2.3168951 1.9363668 1.0538401 1.1031829 0.3070938 0.9781196 3.5868600e-08 1.4913703e-07 0.5559732 2.8584623e-03 0.8421430 0.9464949 1.0143122 2.0790299 2.7900082 1.0543103 0.6788431 2.5345021e-02 1.0098912 1.6818818 5.0383759 0 0 0
PPE_ENS_127 2.6610970 1.4177747 1.2971216 0.7912876 1.5253696 0.2829024 0.4285316 0.6561225 0.9703310 1.1198863 1.0334936 0.9079016 3.6159491e-08 1.1689196e-07 0.4854786 2.2291157e-03 1.5636504 0.5179188 0.9256003 2.2571324 5.2923159 2.7735334 0.7106431 3.0970077e-02 1.1738930 1.2403649 5.7276538 0 0 0
PPE_ENS_128 0.4721533 2.2520266 1.3453724 1.2491798 0.9673368 3.0598213 3.0651448 1.3947827 0.9231904 2.3254491 1.0155341 0.9349767 3.7025525e-08 1.7413543e-07 0.5289618 1.3879178e-03 0.8767938 1.7681016 0.8455468 2.1255554 0.4074024 1.0108166 0.7037990 0.2053127 0.8467610 1.2830701 5.5605580 0 0 0
PPE_ENS_129 1.2226650 1.8881497 1.4065089 0.8534366 1.7541041 1.1945898 0.3134690 2.2449825 1.0355680 0.4208737 0.8558517 0.9721943 3.9668427e-08 1.8992493e-07 0.7808397 6.5128143e-03 1.1069781 1.2051820 0.8710785 2.7376609 1.5722205 2.7239510 0.7255683 0.2308077 0.8479481 1.5818409 2.6448704 0 0 0
PPE_ENS_130 2.2169465 0.3130390 1.1940539 0.8125285 1.6740392 0.4929033 0.8889059 1.6857689 0.9376718 1.4801618 2.6452263 1.0585315 4.4030735e-08 1.2886258e-07 0.4809115 3.0791183e-04 1.3892859 1.0184101 1.0950801 1.2427172 3.3468922 4.3956509 0.7960332 8.9828106e-02 0.8277456 1.9836366 2.0842611 0 0 0
PPE_ENS_131 2.9152008 0.9024040 0.9643847 1.4288109 0.9914574 2.0208306 0.4997997 1.3789219 0.9182930 2.1302743 2.0183554 0.9276051 3.7732048e-08 5.2480710e-08 0.4976987 3.6929653e-03 1.3652685 0.8565587 0.8877636 1.0231073 6.8898141 0.6808234 0.6460252 0.1762207 0.8917952 1.8830898 2.4823861 0 0 0
PPE_ENS_132 2.2423708 2.9631954 1.2399098 1.2791424 1.7800482 1.2331337 1.6874531 2.0264314 0.9672810 0.9187640 2.4615779 0.9262384 1.8774666e-08 7.7190285e-08 0.6643280 2.4549618e-03 1.0458837 1.4003524 0.9414558 1.6737744 3.7652027 2.5418624 0.4362094 0.1254907 1.0910264 1.3538617 2.1471767 0 0 0
PPE_ENS_133 1.9484129 0.7166915 1.1065503 0.9820831 1.3474594 2.4713554 0.9731912 1.9950772 1.0012137 2.5473335 1.8826370 0.9522890 3.6889697e-08 2.1455284e-07 0.8471988 3.0689513e-03 0.8973119 0.5087140 1.0583046 0.6953121 0.1935611 1.6827020 0.7132980 6.3354733e-02 0.9131164 1.0792430 2.1852079 0 0 0
PPE_ENS_134 1.2598911 0.6306451 1.0231644 0.7092246 0.6336852 2.5474693 2.7380757 1.9631184 0.9155558 0.9054727 1.6560676 1.0340669 1.7869168e-08 1.2527540e-07 0.8344336 4.1051359e-03 0.5407450 1.8054735 1.0016337 2.2041982 1.9683305 0.3376400 0.6396452 9.4276858e-02 0.7630076 1.9477611 4.1525558 0 0 0
PPE_ENS_135 2.3351557 1.0286863 1.0566223 1.4417738 1.9372896 1.0864384 0.9294528 2.4211567 1.0210949 0.2252436 2.4850276 0.9008655 2.9481837e-08 1.4515089e-07 0.7991623 3.2320196e-03 1.8544946 1.0720343 0.7802549 1.0539595 2.8654678 3.4643783 0.4377816 0.1262079 1.0437276 1.7697721 3.0499867 0 0 0
PPE_ENS_136 2.7978740 3.0770060 1.1805604 1.1336088 0.9359450 0.5401402 3.1652653 3.6484392 0.9981916 2.1164595 0.6018319 0.9364428 4.2967161e-08 2.0766086e-07 0.6328593 6.9460405e-03 1.9151586 1.8015754 1.1941037 1.9973350 0.5222791 1.4686446 0.5448957 0.1361491 1.1590171 0.6371540 1.3296361 0 0 0
PPE_ENS_137 0.8076939 0.7406605 0.9139494 1.4315809 1.6941044 0.3796272 1.9538334 0.9601298 0.9923586 0.8501403 1.8648774 0.9117164 2.6060431e-08 7.6580511e-08 0.7049601 4.9026910e-03 1.9327500 1.7590513 1.0464700 0.7522782 4.8536293 1.7758447 0.7964926 4.0913450e-02 1.1259253 0.6600658 2.6252994 0 0 0
PPE_ENS_138 0.3439726 2.7384126 0.7051807 0.8275057 1.2730813 1.6442983 0.5774674 0.4757567 0.9296193 1.8234673 0.5470501 1.0941424 4.1089844e-08 1.0560821e-07 0.7550299 4.5259893e-04 1.7531741 1.2394365 0.9763712 2.2354253 2.8409373 0.5379228 0.5537807 0.1678710 1.0830044 1.6038880 2.8952318 0 0 0
PPE_ENS_139 2.5898700 1.0501409 1.5129227 0.6559108 1.0269325 1.2596715 2.6014623 2.2708959 0.9328609 0.6354799 0.3207486 1.0477452 1.9570774e-08 1.5584411e-07 0.3901943 6.1415625e-03 1.4385433 0.5551480 1.1330159 0.6177637 1.9404232 1.5844687 0.5119399 0.1143863 0.9282683 1.0164429 1.8125765 0 0 0
PPE_ENS_140 2.7136975 3.6219846 1.1384754 1.4911948 0.9026766 0.7904808 2.6884934 0.3702340 1.0946285 2.5725245 0.3545775 0.9937048 4.1475970e-08 1.6388072e-07 0.6722428 3.8682560e-03 0.9546444 0.7772972 1.2315663 1.5697130 0.7408276 2.9923424 0.4042857 3.5816451e-02 0.8937864 1.5215709 1.5387928 0 0 0
PPE_ENS_141 2.5469629 2.0141875 1.4566323 1.0059282 1.0330231 2.4013682 2.9661829 1.6247118 0.9806038 2.6906595 1.0614164 1.0566405 1.9740131e-08 1.9617559e-07 0.7235157 1.3273789e-03 1.8916587 1.9838688 0.9352365 1.9266108 1.7416104 1.0988840 0.4957688 0.1059923 1.1528596 1.3919041 2.2412427 0 0 0
PPE_ENS_142 2.6540842 3.5386770 1.6906378 0.8703133 0.9613493 2.6731275 2.8772045 2.7428935 1.0653666 0.7468131 1.8468960 0.9668801 2.2416817e-08 6.9151260e-08 0.4743221 8.7818012e-04 1.7645594 1.4072319 0.9308347 0.7198339 4.5144665 3.3329155 0.5208175 0.2173576 0.8776730 0.9632386 0.8470654 0 0 0
