0 SCALE_EMI_DMS SCALE_EMI_SHP_SO2 SCALE_EMI_ANTNS_SO2 SCALE_EMI_ANT_BC SCALE_EMI_ANT_OC SCALE_EMI_BB_SO2 SCALE_EMI_BB_BC SCALE_EMI_BB_OC SCALE_FRICV SCALE_EMI_SS_ACC SCALE_EMI_SS_COARSE SCALE_SEASALT_EXPO SCALE_EMI_CMR_FF SCALE_EMI_CMR_BB BC_RAD_NI DU_RAD_NI OC_RAD_NI SCALE_SO2_REACTIONS SCALE_DMS_REACTIONS SCALE_WETDEP_IC SCALE_WETDEP_BC SCALE_DRYDEP_ACC SCALE_SO4_COATING KAPPA_SO4 KAPPA_OC SCALE_ACTIVATION SCALE_VERTICAL_VELOCITY SCALE_NUC_FT INSTALL START END
PPE_ENS_68 2.6844369 1.4441552 0.7965689 1.6875198 1.6161416 3.4276874 1.5414148 1.3907325 1.0039717 0.5361572 1.7248424 1.0876367 4.2543016e-08 9.2687489e-08 0.4144224 2.7482014e-03 1.4555415e-02 0.5602886 1.6075026 0.8161844 1.1314236 6.4944491 3.0411314 0.3607715 0.1855080 1.0933553 1.0900552 3.0171817 1 1 0
PPE_ENS_69 1.4899811 0.5421409 0.8108518 1.7999346 1.2856966 3.8773801 0.4593570 2.7647683 1.0547741 0.2844198 0.3977977 0.9482393 3.0101676e-08 1.0086664e-07 0.5809666 1.0716821e-03 3.3047963e-02 1.8486532 1.6183262 1.2498196 1.4762010 5.2824053 2.8803139 0.3926442 0.1562726 0.8941160 1.8790895 0.2975584 1 1 0
PPE_ENS_70 1.0788112 0.8873636 1.1847172 0.6661153 0.8871286 3.7125207 3.2838873 3.7318062 0.8722114 0.4222898 0.3268815 1.0713591 3.2315511e-08 1.7735830e-07 0.4410677 2.3103721e-03 2.8151978e-03 1.0645867 0.6500557 0.8586090 1.8937606 2.0369490 1.1117201 0.4088273 6.4448161e-02 1.1233990 1.5507688 6.4463985 1 1 0
PPE_ENS_71 2.0651038 1.9640729 0.6170714 1.6630219 0.7350410 0.5521072 2.6772113 2.2122737 1.0191567 0.7128087 0.5359884 0.9298277 4.2857904e-08 6.9580913e-08 0.7363480 2.8620119e-04 7.4194975e-03 1.8739992 0.7568020 0.9363514 1.3574064 3.4592644 0.4664801 0.4392082 0.1120168 1.1041510 1.8711061 5.5576560 1 1 0
PPE_ENS_72 2.9276314 0.9765515 1.7462778 1.1821036 1.5119399 2.3705965 3.6790091 1.2018592 1.0584366 0.9086626 0.8167710 0.9413322 3.2411849e-08 6.3316787e-08 0.8350119 2.4597213e-03 7.2430334e-03 1.0224483 0.5834816 1.0889931 1.5462404 4.7987024 2.3052108 0.7206790 0.1633824 0.7748683 0.6181994 2.9829086 1 1 0
PPE_ENS_73 0.7759942 0.3706751 1.5612852 0.9885533 0.8595175 2.4477877 3.0039666 3.6612704 0.8511767 0.2459165 0.3739551 1.0921490 2.3615506e-08 4.3009369e-08 0.6093050 3.6027746e-03 3.6870338e-02 0.8305331 0.9953802 1.2080933 1.6971749 0.7094528 0.3496826 0.6790451 2.9939307e-02 1.0433278 1.3168648 0.1054582 1 1 0
PPE_ENS_74 0.9311777 2.9557519 0.7338850 1.1530343 1.0585619 2.6894833 3.5062712 1.3062113 1.0022640 0.6105258 1.7864181 1.0081829 1.6168404e-08 1.5114968e-07 0.7977604 6.0661243e-03 3.2209932e-02 0.9129611 1.4767657 1.0675311 0.6590405 5.6624124 1.0882840 0.5709326 0.1858177 1.0206984 1.1867719 0.6698105 1 1 0
PPE_ENS_75 1.3426129 1.2177291 0.7693974 0.7906298 0.8423627 2.7291166 2.7590746 3.4458181 0.9278436 0.5244939 1.8949389 1.0587514 1.6852325e-08 8.2007212e-08 0.3005919 2.8235874e-03 2.8104694e-02 0.5803362 1.9981696 0.8462678 0.6803211 4.3735780 2.2282699 0.6442477 4.4280376e-02 0.9712681 0.8426838 1.0701982 1 1 0
PPE_ENS_76 2.0228717 2.7468228 1.3055954 0.8546022 1.1201381 1.3967198 1.0263783 3.7034702 0.9613028 1.6604786 0.6861138 0.9399280 2.1685907e-08 7.0077597e-08 0.5329661 4.9452791e-03 1.9671639e-02 1.7348092 0.8400558 1.0318518 0.9741308 2.0579870 1.8380349 0.7698457 8.6023275e-02 1.0549574 1.1237390 8.0352373e-02 1 1 0
PPE_ENS_77 0.4881351 1.2946570 0.6302016 1.6032101 1.2731469 0.8864153 3.0680100 1.0017821 0.9320628 0.6452497 2.0010686 0.9675745 3.1710285e-08 1.4311473e-07 0.6534001 4.6331283e-03 2.6153718e-02 0.5668626 1.0276065 0.8054253 1.4555673 4.1754137 3.0309413 0.4984667 0.1988499 0.9895650 1.2400536 0.5469850 1 1 0
PPE_ENS_78 1.6541616 1.1313460 0.7983060 1.2287322 1.3025529 2.2405287 0.2869639 1.8478542 0.9238015 1.6772044 0.7484316 1.0904079 3.8963515e-08 1.1878468e-07 0.6377921 2.7889441e-03 3.1850107e-02 1.3331738 1.6333728 0.8872530 2.4353904 1.2409437 3.7813821 0.4678791 0.1701466 1.1725768 1.1608103 1.6650495 1 1 0
PPE_ENS_79 1.5307981 1.4940182 1.1300835 1.4509437 0.7546285 1.2124061 2.1179737 2.8609038 0.9933708 0.8675737 1.8012008 0.9529634 3.2572456e-08 1.4936095e-07 0.3100122 3.7353998e-03 3.8521842e-02 1.3998098 0.7715705 0.7624417 0.4492213 1.9169726 1.9408615 0.5591997 3.6685170e-02 1.1164450 0.9485542 1.8981780 1 1 0
PPE_ENS_80 1.9561556 1.7220819 1.6225121 1.0700248 1.1432182 1.7383929 1.0430630 1.7628041 1.0281085 1.2653297 1.3588806 1.0093562 3.6863091e-08 4.5511195e-08 0.4496694 3.2016602e-03 1.7397916e-02 1.8210783 0.5046147 0.8704471 1.1904128 0.7969633 0.4319701 0.3633242 9.1532006e-02 0.8178233 1.5003259 3.2337870 1 1 0
PPE_ENS_81 1.0330225 3.0852485 0.8560929 0.9422492 1.4891411 3.4452167 1.9418054 1.1167479 0.9370983 1.1902362 1.4201395 1.0835108 3.9248703e-08 1.0527127e-07 0.4875432 3.3533807e-03 2.5804249e-02 1.7633202 1.1350071 1.1972344 1.0618418 3.1387949 4.0224721 0.5222845 0.1087605 0.8266638 1.9370879 7.3814384 1 1 0
PPE_ENS_82 1.0541767 1.5562746 1.4063960 1.0254379 0.9902319 2.8803990 3.2431593 3.5170530 0.8613777 0.4509923 0.8917522 1.0189696 3.7548144e-08 3.9399539e-08 0.6064500 9.1215566e-04 2.8006757e-02 0.7758527 1.6790371 0.8226666 1.5569925 3.3414459 3.0925780 0.6760721 0.1233813 0.8062094 1.8153574 1.5487518 1 1 0
PPE_ENS_83 2.3539821 0.5090072 0.6758461 1.4340543 1.5750065 2.2074412 2.7876413 2.0469080 1.0463083 1.0167696 1.0295101 1.0065479 2.3168099e-08 3.0754706e-08 0.7250766 3.5629215e-03 3.0020842e-02 0.5429551 0.6299027 1.1020947 0.9582796 4.4729034 1.9640225 0.6624011 3.6414568e-02 1.1497819 1.4138860 5.3971461 1 1 0
PPE_ENS_84 2.1439644 2.6283078 1.3998094 0.6813175 1.5626010 2.3470275 2.2371824 0.7029497 1.0035975 1.1167272 2.1972147 1.0202592 3.3885336e-08 3.3850548e-08 0.8312102 2.8094916e-03 6.8129769e-03 0.9597290 1.5903663 1.0223658 2.2023099 3.7020319 0.5711215 0.6865256 5.3689916e-02 0.9743909 1.1922011 2.5126854 1 1 0
PPE_ENS_85 0.8798647 1.8524808 1.2149862 1.4701095 1.2489161 1.8978851 2.5733774 1.2844734 0.9899615 2.3567931 1.7168277 0.9880130 2.9212885e-08 2.7062915e-08 0.4920234 1.7551297e-03 1.5915763e-02 1.6393134 1.6237224 1.2107030 1.1009273 3.9340832 3.4123968 0.6289728 9.7063531e-02 0.7962597 0.6731006 6.2711917 1 1 0
PPE_ENS_86 2.5067169 2.5115397 1.3183704 0.8988265 1.7851278 3.9779502 1.7874800 3.0267536 0.9914862 1.2804492 2.6260754 0.9896725 4.0853853e-08 1.6143681e-07 0.5442366 4.2663880e-03 3.4126768e-02 1.7428771 1.9334683 0.7773137 1.7081586 2.0098339 0.7932580 0.3861908 0.1315373 1.0732144 0.9854833 0.9688406 1 1 0
PPE_ENS_87 2.5340490 1.7367861 1.4218048 1.4134836 1.3115028 2.4911240 2.9617663 1.6850636 0.9349032 1.0533905 1.7808861 0.9024511 2.9823420e-08 1.4494295e-07 0.8163813 3.0472073e-03 2.6911264e-02 1.2922800 1.5682840 0.8356670 1.2531974 0.1291813 3.1776699 0.3830915 0.1927954 0.9790028 1.8354727 0.9215506 1 1 0
PPE_ENS_88 2.0544806 0.4765057 1.5344025 0.7553633 1.6808375 2.4240069 0.7048434 2.6405998 0.9305230 0.7948103 1.9425584 0.9963429 3.2129591e-08 8.9249375e-08 0.7800303 1.3364018e-03 5.9246096e-03 1.9608530 1.1769941 1.1192545 2.2751545 4.3197044 2.7327200 0.4805838 5.8626102e-02 0.9616347 0.8640000 4.4858112 1 1 0
PPE_ENS_89 2.5692351 0.3851046 1.6571241 0.7266088 0.6079190 3.3068521 2.0906121 1.4520355 0.8489387 1.3034090 1.7559607 1.0803504 2.1724454e-08 7.7272772e-08 0.7510024 2.7062540e-03 2.8885310e-02 0.9771474 1.6438109 1.2366315 1.9947665 3.2934018 1.0091463 0.6977676 0.1835083 1.1555297 0.5912293 0.8201508 1 1 0
PPE_ENS_90 2.3043822 2.7287021 1.0108685 1.5328389 1.5671295 1.6348818 1.9456405 0.8212501 1.0607153 1.3927711 1.7043524 1.0393442 2.0900106e-08 1.0481233e-07 0.6706955 2.6246732e-03 4.4887238e-03 1.5398935 1.0431288 0.9015301 0.9960655 1.3822646 2.3580486 0.5110054 0.1615193 1.1677474 1.4314117 4.2769832 1 1 0
PPE_ENS_91 2.9893344 2.9201966 0.7107771 1.2539104 1.3971874 1.3416339 0.9406854 1.6559496 0.9201577 1.2118240 0.6718744 0.9709355 3.3321856e-08 4.2270435e-08 0.2883041 3.5606058e-04 9.3414766e-03 1.3913869 0.6921141 0.8323468 1.8185117 1.8813469 0.9026179 0.3004997 6.2414867e-02 0.9186634 1.7878793 2.7109882 1 1 0
PPE_ENS_92 1.1690591 0.4435019 1.4991339 1.6671937 1.3608979 1.3781523 0.3963883 2.6006283 1.0756850 0.8596105 0.6403467 0.9420829 1.6570733e-08 4.4385193e-08 0.4266567 2.0321065e-04 5.2896791e-03 1.1832681 0.7833683 1.0215145 1.9660802 4.6263907 0.3766409 0.3079050 8.7177142e-02 1.0824773 0.9875393 8.3442563 1 1 0
PPE_ENS_93 1.4289557 1.2914708 0.7160166 0.6551263 1.4206285 1.8142488 1.0806345 0.9223821 0.9461895 1.8114501 2.4231696 1.0252572 4.2247367e-08 1.7333224e-07 0.7215066 5.9144756e-04 3.1036848e-02 0.6609440 0.7518901 0.8063612 0.5636104 4.1516238 0.6355687 0.4584498 3.4628097e-02 1.1242721 1.0282206 4.0141786 1 1 0
PPE_ENS_94 1.3566735 1.1455180 0.8915655 0.7596789 1.7618118 2.4262953 1.7110416 3.1318283 1.0119942 0.8242112 0.5018708 0.9327234 3.9209145e-08 1.1138569e-07 0.4373518 3.4404709e-03 2.4088387e-02 1.5091478 0.6150153 1.1203944 0.4859607 0.8740542 2.9546905 0.7263207 0.1285145 0.9538121 1.1348510 6.6971940 1 1 0
PPE_ENS_95 2.4654444 0.8421359 0.9784341 1.3825103 1.1683118 1.6264481 3.6951548 0.6036494 1.0726438 2.0392123 1.0852502 1.0859027 2.1178861e-08 1.3100030e-07 0.6863778 1.7253228e-03 1.1279256e-02 0.6917131 1.5802181 0.8984788 1.2422005 3.1951719 2.0441744 0.5734513 0.2407818 0.9760404 1.2233844 3.0852854 1 1 0
PPE_ENS_96 2.5981568 1.2654070 1.0222595 1.5441188 1.3880971 3.9875146 2.4315159 1.9960660 1.0055891 1.8705996 0.2236408 0.9312135 4.4854427e-08 2.7802126e-08 0.8458630 3.1028366e-03 3.1429903e-02 1.4225795 0.9606982 1.1406553 1.5211105 0.1713742 0.9997707 0.6301212 0.1720254 1.0492379 0.7216870 2.2080680 1 1 0
PPE_ENS_97 2.7416966 0.4090510 0.8525536 1.7268452 1.0450005 3.8551266 2.4183709 3.8150285 0.9289855 1.6485488 0.2930042 0.9840107 2.1070937e-08 4.9305440e-08 0.7300443 8.6394197e-03 1.0980272e-02 1.9696512 0.7012438 1.1396799 2.0142440 0.4736536 4.4556033 0.3135504 8.6837089e-02 0.7568073 0.8929871 0.7701644 1 1 0
PPE_ENS_98 2.6901537 1.1274948 0.6019558 1.4657125 0.6327742 2.5319219 3.4197165 0.8826583 0.9833811 0.9944740 2.3087645 1.0729352 1.8179056e-08 1.0697141e-07 0.6835322 5.5136162e-03 6.3476983e-03 1.6301708 0.9343152 1.2189236 1.8867888 0.5558439 2.7492826 0.6933364 0.2102433 1.1827038 0.6269825 1.2131367 1 1 0
PPE_ENS_99 1.2570650 0.7053408 1.7311199 0.8915555 1.0245607 0.6949237 2.5197546 1.0970931 0.9640216 1.7297571 1.1920281 0.9091940 1.7347092e-08 1.2519113e-07 0.6138960 1.5399663e-03 1.0725010e-02 0.9980482 0.7263678 0.9925568 2.1175472 3.0934025 4.3187291 0.5279725 6.5854853e-02 1.0249753 1.9155260 0.5806985 1 1 0
PPE_ENS_100 1.3289044 1.6502639 1.6372141 1.7175226 0.6290781 1.5802734 3.0258995 3.3996780 1.0311148 1.5392900 2.1948848 1.0894702 3.9692944e-08 6.9073072e-08 0.7951892 2.9094868e-03 1.5786720e-02 1.6664731 1.7087066 0.8487349 1.5499185 1.8359947 1.2962503 0.6322027 0.2494323 0.7667473 1.4201718 0.6170211 1 1 0
PPE_ENS_101 2.4926582 1.5897405 0.7752315 0.7327986 0.8483078 2.9473772 1.1014224 2.2863527 1.0063932 0.3247053 1.4364151 1.0594555 3.8809040e-08 3.6064999e-08 0.4050276 6.0760441e-04 3.9493523e-03 1.8869134 1.6705918 1.0850975 0.7761542 3.9926849 0.4511489 0.6689598 4.2830160e-02 1.2458084 0.7135654 1.1915778 1 1 0
PPE_ENS_102 2.3825760 1.9492873 1.6008743 1.5208712 0.9978447 2.9201505 1.9021177 3.5621425 0.9699543 1.8974465 1.4947846 1.0916477 2.5800964e-08 2.8666073e-08 0.6365795 2.5208371e-03 5.4960073e-02 0.9915798 1.4784337 1.0771142 0.6712735 2.3980964 2.0843488 0.4309072 0.2141991 0.9155472 0.8886539 4.2568736 1 1 0
PPE_ENS_103 1.7963617 4.0284577 1.7843865 1.0056371 1.1241043 3.5629068 3.4979039 3.4707273 0.8732880 1.5027383 1.2339523 1.0449726 2.9366038e-08 2.5041933e-08 0.5410317 5.5380827e-03 1.4188957e-02 0.7526509 0.8055240 1.1151238 1.9242316 1.2640883 2.6759867 0.7555607 3.8849439e-02 0.7894858 1.4560658 2.5469824 1 1 0
PPE_ENS_104 0.9671443 2.6783203 0.7906292 1.0849549 1.1665473 3.8852523 2.0677692 1.3173737 1.0083092 2.1140718 1.8858828 1.0294324 2.6950013e-08 1.4162724e-07 0.7278807 3.3720748e-03 1.7728806e-02 1.4384338 1.5420109 1.1948425 1.0544237 5.6050963 1.6610939 0.3164918 8.9629679e-02 1.0718272 1.3465418 2.5784981 1 1 0
PPE_ENS_105 0.6884674 1.8990531 1.3381505 0.9172118 0.7280557 1.0577811 2.8605260 3.1740982 0.9312694 0.7089216 1.3715338 1.0767837 3.6198167e-08 2.0810368e-07 0.4075027 7.2940212e-04 8.0015815e-04 1.9886583 1.2192839 0.8111361 2.2044965 1.8541833 0.8097867 0.6102369 0.2122803 1.0107697 0.8788731 1.6126972 1 1 0
PPE_ENS_106 0.6372890 0.8582504 1.4604160 1.0929869 1.6606538 0.9547442 2.9132742 3.7453784 0.9937299 1.9952711 1.2130228 1.0850361 2.7848674e-08 1.2763745e-07 0.3281912 3.4059930e-04 2.4397342e-02 0.9963094 1.9578614 1.1538422 0.8660530 2.9395805 1.2744791 0.3843583 0.3051659 0.8302250 1.6137193 3.0543679 1 1 0
PPE_ENS_107 0.6263428 1.1954350 1.0074051 0.9974964 0.7413353 3.4919951 2.9850466 3.5328215 0.9522523 0.8360056 2.3666010 0.9445310 3.0613506e-08 7.3553833e-08 0.7292441 3.1942171e-04 1.5429903e-03 1.4250098 0.6028587 1.2380721 1.7545510 3.7938467 2.5254293 0.7347145 0.2033741 1.0512944 1.3832766 4.1028180 1 1 0
PPE_ENS_108 1.4862811 2.8930155 1.2365857 1.4558930 1.4256164 3.1170380 2.6222020 0.5617247 1.0436161 1.5936869 0.2496907 0.9216081 3.2752592e-08 1.8478116e-07 0.4004040 1.1084576e-03 3.5007716e-02 1.4741232 1.9350974 1.0793622 1.3034551 3.1183199 1.7984084 0.3468180 7.8806746e-02 1.0854026 0.7325986 2.8485458 1 1 0
PPE_ENS_109 0.2587193 0.6285790 0.8823754 1.3961685 0.6564317 1.6717653 1.2636094 1.1354818 1.0154470 2.4672141 1.0177532 0.9362648 3.9505757e-08 6.5837786e-08 0.6470217 1.2256502e-03 5.3353918e-02 1.2319130 0.6862991 0.9868911 2.0932210 3.4417798 0.8197844 0.4127383 0.2219034 1.0351792 1.8259568 1.6858399 1 1 0
PPE_ENS_110 2.9623950 1.0564715 0.7228246 0.7403063 0.7038744 0.2839460 2.9411847 3.3189141 0.8967312 0.7798006 1.8312699 1.0234924 1.5503392e-08 2.5968830e-08 0.6603600 1.1618927e-03 1.6462220e-02 0.7115242 1.9127170 0.8721808 1.7794764 1.3487621 1.5829021 0.4605654 9.5977908e-02 0.9984141 0.5281653 6.4844686 1 1 0
PPE_ENS_111 2.9372770 0.2514243 1.8227005 0.6036988 1.2012766 0.8133802 3.1676254 0.5122338 0.8626963 1.7087850 0.5663578 0.9559382 1.5733096e-08 1.2613752e-07 0.7594501 3.0131845e-03 4.2024854e-02 0.6719993 1.2886893 1.2337263 0.5343472 3.2593197 2.1885131 0.4234941 2.3891137e-02 0.8661093 1.1594067 2.3754644 1 1 0
PPE_ENS_112 2.3654898 1.3917815 0.8673290 0.8898093 0.6236759 3.6877698 3.0476721 0.8702760 1.0482719 2.4284604 2.4498478 1.0029185 2.5606559e-08 9.8838713e-08 0.3955646 4.0436264e-03 1.7943542e-02 1.1695183 0.8136232 0.8430209 0.8839887 3.2105525 0.5425531 0.3980422 0.1903807 1.0364894 0.6339520 5.8140595 1 1 0
PPE_ENS_113 0.7430110 1.5330649 1.1533367 1.9540048 1.2239711 0.4157186 1.3287784 3.2231394 0.8655337 1.8301211 2.1380600 0.9742363 2.0339120e-08 1.5759699e-07 0.8652160 1.7931916e-03 2.5109670e-03 1.8803928 1.9251064 0.9828983 2.2377262 2.6865927 1.4407721 0.3379312 0.1031637 1.1654149 1.9691709 3.7569424 1 1 0
PPE_ENS_114 2.8470394 1.3117774 1.1400031 1.6153973 0.6790119 0.6174334 1.3698525 0.5911718 0.9796873 2.3288961 0.3849348 0.9810499 2.9534995e-08 5.4022745e-08 0.7831221 1.6953727e-03 8.4027331e-03 1.7158809 1.5750652 0.9642777 1.6691853 0.9550098 1.3272619 0.6642684 0.2562803 1.0225667 1.9002871 3.0691968 1 1 0
PPE_ENS_115 0.9579256 2.2284865 1.2646556 1.3663881 1.4283834 0.7112997 3.9661948 2.7506355 0.8467578 1.0199662 2.1584755 1.0129027 2.3046041e-08 2.1817575e-07 0.7550659 3.8478248e-03 1.6587045e-02 0.7682568 0.6090304 0.8638897 1.5818260 5.1765163 1.4687222 0.5917136 0.2229766 0.7786631 1.3429369 7.6972898 1 1 0
PPE_ENS_116 2.9054136 0.2927115 1.1349368 1.1358659 0.9603918 2.6021715 3.3461353 1.3321109 1.0567617 2.0450557 1.3949471 0.9003897 3.0230167e-08 1.0766725e-07 0.7755635 2.9331616e-03 5.8260563e-03 1.1614143 1.3823407 1.2289850 0.8546678 4.5809728 1.9285044 0.4448527 7.3427263e-02 0.9017390 1.3232624 1.1231887 1 1 0
PPE_ENS_117 0.8714663 1.8804758 1.8110454 0.6402997 0.6992241 2.0181299 3.0928569 0.9658565 1.0105754 0.9466362 0.1832220 0.9074245 3.4131630e-08 7.5057538e-08 0.7434898 5.3770131e-03 2.2394508e-02 1.8076920 1.0655587 0.9146345 1.7217127 5.2141460 3.5524470 0.7798394 0.1270672 1.0178615 0.5543186 0.1971051 1 1 0
PPE_ENS_118 0.7272442 0.4517412 0.8748251 0.6575435 1.5129144 0.6498257 2.3455218 3.2468232 1.0790151 2.1909097 2.0165078 1.0654119 1.5660252e-08 1.6408161e-07 0.5295092 1.8610363e-03 2.4897488e-02 1.9315302 1.1904726 1.1712646 1.1102565 0.6131741 1.1731688 0.3652414 0.1954255 0.7840117 1.5277815 5.0282955 1 1 0
PPE_ENS_119 1.9414582 0.9234181 1.2408893 1.0993910 1.0924746 3.0238676 3.7938970 1.7382189 1.0369209 1.9132450 2.3949809 1.0686250 4.1943162e-08 4.1458385e-08 0.4727259 1.8871408e-03 8.3083978e-03 0.8073726 1.8333593 1.1926833 1.8721517 0.7007662 0.6550130 0.7903649 0.1588406 0.9866648 1.3379730 6.5962048 1 1 0
PPE_ENS_120 1.6925135 2.0606683 1.0578416 1.5261244 0.6365726 3.5055819 2.5019826 1.3519417 0.8793808 1.9586780 0.7668485 0.9720226 2.8385728e-08 3.1657722e-08 0.4504987 3.7220204e-03 1.4749210e-02 1.7817553 0.6444823 0.8306615 1.5898081 4.0322327 1.4544521 0.6174441 0.1186300 1.1119534 0.5149852 0.9570156 1 1 0
PPE_ENS_121 1.3759756 1.9307724 0.9517939 1.3456398 1.3226442 3.7667323 2.4627658 1.1808059 0.9420641 1.1815492 2.8088703 0.9510253 3.5401724e-08 1.8042781e-07 0.6798541 3.0755248e-03 4.8555303e-02 1.6705583 1.4051141 0.7669834 1.0829554 1.9295259 2.3353387 0.5092123 3.1116428e-02 0.8620842 1.7763504 0.2600266 1 1 0
PPE_ENS_122 0.6958679 1.6921786 0.6634113 0.6461139 1.4734341 2.5711317 2.4479234 2.0128139 0.9134352 1.8721408 1.4110235 0.9336514 3.6576690e-08 1.2205511e-07 0.4115332 5.7416304e-03 3.7332925e-02 1.8973431 1.7306125 0.7829408 1.6610102 2.2492292 3.3314918 0.3905440 6.6592742e-02 0.9249105 0.8525471 3.4379904 1 1 0
PPE_ENS_123 1.6076430 2.4035043 0.7000012 0.9578056 1.6954912 1.0981013 1.4355343 1.9586895 1.0494646 2.6157259 1.9636362 1.0882944 1.8423165e-08 7.1540153e-08 0.5493489 7.6037123e-04 4.0189513e-02 1.1075205 1.7393573 0.8944088 1.0070680 1.4271827 3.2617046 0.4963857 9.2646357e-02 1.0624055 0.5074849 2.8915233 1 1 0
PPE_ENS_124 2.4534674 0.7762527 1.5228758 1.8856358 1.2330673 2.2262791 3.9948770 2.0645929 1.0600053 0.6716996 1.6144472 0.9802450 1.9763177e-08 7.7801768e-08 0.6681984 3.2183614e-03 4.5203598e-02 1.5308650 1.8178002 0.8769334 2.1620848 3.7251114 2.7048883 0.4106333 0.2838444 1.1791172 1.3887116 2.1132673 1 1 0
PPE_ENS_125 2.0457600 2.2078197 1.3273661 1.7764149 1.1114880 1.7604561 1.5826608 2.3186309 1.0506669 2.1210751 1.9534387 0.9144800 4.4117790e-08 1.5949287e-07 0.8108026 4.8671638e-03 2.4714681e-02 1.0735492 0.5122622 0.7790342 1.1957735 2.8144415 4.3326312 0.7299612 0.1328315 0.7839719 1.9496880 1.4475946 1 1 0
