0 V_SCALE_BC_RAD_NI V_SCALE_DU_RAD_NI V_SCALE_DRYDEP_ACC V_SCALE_DRYDEP_AIT V_SCALE_DRYDEP_COA V_SCALE_EMI_BB V_SCALE_EMI_BF V_SCALE_EMI_ANTH_SO2 V_SCALE_EMI_DUST V_SCALE_SO2_REACTIONS V_SCALE_SO2_SO4_Fraction V_SCALE_EMI_SSA V_SCALE_EMI_CMR_BB V_SCALE_EMI_CMR_BF V_SCALE_EMI_CMR_FF V_SCALE_EMI_DMS V_SCALE_EMI_FF V_SCALE_NUC_FT V_SCALE_SO4_COATING V_SCALE_PH_PERT V_SCALE_WETDEP_BC V_SCALE_WETDEP_IC V_SCALE_KAPPA_SS V_SCALE_KAPPA_SO4 V_SCALE_CDNC_MIN INSTALL START END
PPE_PI_ENS_89 0.7924 3.8191e-03 0.5928 0.4978 3.6661 2.4367 3.4553 0.6598 1.7230 1.4906 1.3189 1.5212 0.4969 1.6905 1.3891 0.6225 1.5923 2.0498 0.3881 2.7809e-05 1.4863 1.8390 0.6105 0.4473 26.7641 0 0 0
PPE_PI_ENS_90 0.5128 5.6948e-03 1.2813 0.7354 4.5238 2.3451 2.0566 1.1912 1.8382 1.2211 1.1391 1.8372 0.3482 2.9197 0.6540 0.4253 1.8584 3.3753 1.9317 5.6232e-06 0.9480 1.5618 1.1197 0.4730 16.4166 0 0 0
PPE_PI_ENS_91 0.4845 8.7258e-03 1.0221 1.2999 2.9922 0.4234 2.4763 0.7599 1.4254 1.5200 2.5830 1.8902 0.8061 1.5916 1.4422 1.8946 1.6690 7.0338 0.8337 1.0376e-05 1.3013 0.5856 0.5507 0.4771 32.7023 0 0 0
PPE_PI_ENS_92 0.3891 2.1811e-03 0.5047 0.9558 4.2776 0.3561 2.2798 0.8091 0.6442 0.6336 1.5151 0.6906 1.1952 3.2993 1.2360 0.8933 1.7981 6.6827 2.6978 1.2617e-05 0.5137 1.4965 0.9064 0.7122 12.6909 0 0 0
PPE_PI_ENS_93 0.3763 7.2261e-03 0.8673 1.1357 0.7158 1.9708 2.1433 0.9621 1.2115 1.5204 1.0138 2.2936 0.9738 2.1349 1.0332 2.8863 1.6542 8.7948 0.5738 2.8954e-05 1.2478 1.8707 1.0928 0.4991 47.1863 0 0 0
PPE_PI_ENS_94 0.8148 9.0677e-03 0.4941 0.2245 4.9050 2.8860 3.6682 0.8328 0.9670 1.6957 1.9078 2.3356 1.0180 0.9108 1.2846 1.6761 0.6380 7.3158 2.3203 1.8556e-05 1.7656 1.4284 0.8151 0.6564 52.2451 0 0 0
PPE_PI_ENS_95 0.7208 8.7559e-03 0.2459 1.0413 0.9076 2.0131 0.5912 0.7871 1.6655 0.9623 1.6758 0.6017 0.6832 2.1488 1.1433 2.2595 1.5783 1.7999 0.3127 6.0849e-06 0.5633 0.8697 0.8124 0.7578 30.0713 0 0 0
PPE_PI_ENS_96 0.4504 9.7116e-03 0.1116 0.3876 0.2575 2.7043 0.3448 0.9259 0.7039 1.3776 2.6115 1.6389 0.4763 2.3074 0.5328 2.8778 1.5333 5.8957 4.3234 1.4825e-05 1.8954 1.8915 0.5105 0.4612 12.4735 0 0 0
PPE_PI_ENS_97 0.5780 6.9534e-03 0.8081 0.6623 1.7649 2.0886 3.4358 1.4705 1.0293 0.8838 1.2682 1.4617 0.6089 3.1669 0.9199 1.0940 1.0315 8.8580 1.2514 4.3932e-06 0.6248 1.4148 0.9399 0.6023 38.0113 0 0 0
PPE_PI_ENS_98 0.6217 4.0317e-03 0.3988 1.5667 2.1514 2.7690 0.6516 0.6444 0.9507 1.0928 2.7629 1.9532 1.1027 0.8928 0.5468 2.2207 1.8403 6.8724 3.0503 1.3203e-05 1.6772 1.4686 0.9942 0.4047 28.9254 0 0 0
PPE_PI_ENS_99 0.8093 9.9766e-03 0.9183 1.3877 3.7514 0.5485 0.8409 1.2484 1.8213 1.8075 2.1734 1.4734 1.0562 1.8727 0.7743 2.7740 0.8167 0.6321 3.9330 2.1505e-05 1.1012 1.4664 0.5581 0.4797 30.7265 0 0 0
PPE_PI_ENS_100 0.2200 4.5784e-03 1.2103 1.7165 1.9564 0.4900 2.1613 1.3965 1.7305 1.7701 1.5623 1.2678 0.9195 1.2147 1.2440 2.9381 1.3350 8.9559 3.2314 3.1092e-05 1.6142 1.5381 0.9789 0.5585 39.0509 0 0 0
PPE_PI_ENS_101 0.3225 7.1927e-03 1.4694 1.2619 0.2922 3.3865 3.7326 1.4381 0.5061 1.7018 2.3599 1.1617 0.7842 1.0697 0.8099 1.1895 1.1781 9.9162 2.5190 2.8061e-05 1.6956 1.7223 0.8783 0.7347 19.5053 0 0 0
PPE_PI_ENS_102 0.4725 5.4092e-03 0.3844 1.9491 4.5891 3.2990 0.6873 0.6550 1.9808 1.0102 2.9467 2.3462 0.5210 2.2056 0.8654 0.3884 1.3446 7.3606 3.3707 2.5140e-05 1.2849 1.4506 1.1396 0.5692 24.6809 0 0 0
PPE_PI_ENS_103 0.5887 6.2197e-04 0.4786 0.8047 2.0275 3.0675 1.5207 1.0951 0.5596 1.3337 2.1400 1.1573 0.5833 1.3299 1.4063 1.3883 0.7537 2.4650 2.8697 6.8455e-06 1.3203 1.4418 0.9238 0.4488 21.3117 0 0 0
PPE_PI_ENS_104 0.2317 8.0941e-03 0.2703 1.8812 1.2112 2.5567 2.9739 0.8528 1.9172 1.8149 1.1813 2.4727 1.0302 2.2265 0.9471 0.8301 1.4216 3.6977 0.5216 6.3068e-06 0.7098 0.9637 1.0915 0.6719 52.8629 0 0 0
PPE_PI_ENS_105 0.2143 3.4519e-03 0.8540 1.4883 3.1357 2.8101 1.7938 0.7103 1.0049 0.5086 1.6137 2.0350 0.3898 2.9444 0.8617 0.4673 0.7084 0.2561 4.9167 8.7892e-06 1.6099 1.3553 0.5813 0.5255 33.3606 0 0 0
PPE_PI_ENS_106 0.4451 1.6960e-03 0.3172 1.0472 3.4718 0.3651 1.0561 1.4288 1.5173 1.9520 2.3234 0.6148 0.6745 1.3556 0.5194 2.2427 1.2320 0.8911 3.0936 2.9108e-05 1.8337 1.2718 1.1609 0.4665 50.2166 0 0 0
PPE_PI_ENS_107 0.8692 3.1010e-03 0.3337 0.9712 3.0117 2.9044 0.3656 1.3390 1.6754 1.1114 1.0696 2.3197 0.4178 1.4244 0.9415 2.2315 1.9531 5.4591 3.5259 2.3786e-06 1.9214 1.8648 0.8774 0.7704 49.1976 0 0 0
PPE_PI_ENS_108 0.2925 7.9961e-04 1.1190 1.9171 1.4698 1.4691 2.9975 0.9983 1.4100 1.0839 2.4812 1.3802 0.7542 3.2650 1.1271 1.6965 1.5650 4.1161 1.6172 1.7695e-05 1.3593 0.7706 1.0666 0.6195 9.4102 0 0 0
PPE_PI_ENS_109 0.2709 3.7879e-03 0.1863 0.9277 2.0859 1.3271 3.4815 1.4352 1.4805 1.5299 2.4481 2.4077 0.7883 2.1622 0.7544 1.4193 1.8867 3.9468 4.9831 2.0567e-05 0.9295 1.9122 1.1166 0.6111 41.4393 0 0 0
PPE_PI_ENS_110 0.5209 5.0005e-03 1.0158 0.7435 4.1196 1.1538 2.9353 1.2065 0.5607 1.5475 1.3261 2.0284 1.1039 2.7876 0.6846 1.2420 1.5470 9.6985 3.5555 3.8365e-06 1.2005 1.3087 1.1965 0.7893 33.8859 0 0 0
PPE_PI_ENS_111 0.4019 6.4474e-03 0.8719 0.5739 3.5493 2.5408 3.5873 0.6728 0.9598 0.6681 2.6210 2.2351 1.3247 3.2050 1.3664 2.8055 1.1514 7.1751 1.4377 3.0302e-05 1.4100 1.1944 0.6755 0.5712 59.7991 0 0 0
PPE_PI_ENS_112 0.2464 7.8670e-03 1.1742 0.4897 4.0145 1.9238 1.4717 0.8055 0.5267 1.8496 1.4810 2.3918 0.3875 1.8646 1.4297 2.3605 0.8352 8.5867 4.0024 2.6232e-05 1.8875 1.2319 1.1477 0.5091 24.5275 0 0 0
PPE_PI_ENS_113 0.3157 9.9663e-04 0.4749 0.7032 3.2108 3.6490 1.2747 1.0759 1.6239 0.8280 2.8655 1.5772 0.4791 3.0219 0.6780 2.0039 0.7791 8.6729 4.5402 1.2781e-05 1.9038 1.6365 0.8500 0.6013 10.6437 0 0 0
PPE_PI_ENS_114 0.4554 5.7988e-03 0.1839 1.6747 3.8087 3.5712 0.7654 1.2326 0.8563 0.6161 2.2876 1.8710 1.2782 1.4059 1.0419 0.5310 1.7487 8.3607 3.2918 9.0754e-06 0.5481 0.6451 0.7218 0.6990 46.1875 0 0 0
PPE_PI_ENS_115 0.8317 1.7751e-03 1.2630 0.3522 2.7719 0.9817 2.0167 1.4946 1.4701 1.6562 1.7727 2.3792 0.8223 2.7826 1.4399 2.7298 0.5280 0.6806 3.8517 1.1582e-05 1.7106 0.7202 0.8389 0.7382 43.1201 0 0 0
PPE_PI_ENS_116 0.3342 9.7710e-03 0.2474 0.6792 0.5948 3.0053 1.1050 1.2261 1.6538 0.8171 1.0811 0.5551 1.0898 1.4688 1.0272 2.8428 0.5868 2.3186 3.0005 2.9297e-05 1.1104 1.5043 1.1231 0.4183 22.1333 0 0 0
PPE_PI_ENS_117 0.8779 7.3791e-03 1.4612 0.9073 0.9441 0.6753 3.0304 1.2934 0.7668 1.1009 1.0079 1.8134 0.4577 2.7086 0.9827 1.4508 1.5963 8.2396 1.6558 2.1358e-05 1.7809 0.7053 0.6232 0.4894 7.2709 0 0 0
PPE_PI_ENS_118 0.4622 1.5152e-03 0.6486 0.5797 3.9720 1.4386 2.5086 1.4496 0.5870 1.2767 2.8083 2.1630 0.9635 1.6282 0.5620 0.5575 1.6435 9.4527 3.2836 1.8224e-05 1.6234 1.3280 0.8929 0.7256 27.2098 0 0 0
PPE_PI_ENS_119 0.4572 8.4983e-03 1.2481 0.4611 1.0659 3.6007 1.2969 0.7368 1.6568 1.3453 2.0409 1.9753 1.0949 2.3133 1.3571 2.9824 1.8077 3.5302 0.9712 1.5146e-05 1.8915 1.9563 1.0445 0.6501 6.8090 0 0 0
PPE_PI_ENS_120 0.5929 7.1414e-03 0.3565 1.9995 3.6769 0.7972 1.6551 0.9464 1.2645 0.7431 2.5358 0.7925 0.7728 2.0047 1.2042 2.0293 1.3228 6.4625 4.6782 1.7934e-05 0.8719 1.2204 0.7617 0.6281 34.1469 0 0 0
PPE_PI_ENS_121 0.8986 3.0152e-03 0.9786 0.9829 0.2309 1.6246 2.7607 1.2657 1.0467 1.4867 2.7042 1.6635 0.3696 2.5684 0.5785 1.3056 1.0960 6.5322 4.0952 1.3933e-05 1.3302 1.0774 0.5102 0.6249 48.3672 0 0 0
PPE_PI_ENS_122 0.3704 7.0110e-03 0.3789 0.6035 4.9600 1.4247 3.6292 1.2179 1.9930 1.1983 1.5957 1.4516 0.9949 3.3153 0.6385 0.5199 1.7757 7.9742 4.8447 1.9148e-05 1.7211 1.2101 1.1536 0.6731 10.8026 0 0 0
PPE_PI_ENS_123 0.5871 3.5781e-03 0.2210 1.8947 4.2307 3.9550 3.9888 0.8203 0.6860 1.0268 2.7274 2.1464 1.2941 0.9763 1.4899 1.8786 1.2595 8.1874 4.8320 1.8693e-05 1.7495 1.0840 0.5556 0.6793 32.8925 0 0 0
PPE_PI_ENS_124 0.2432 8.8348e-03 1.1888 1.2370 1.2748 3.3338 0.4164 1.1183 1.5878 1.9763 1.7261 1.0162 0.4892 1.5154 0.5876 2.2927 1.1124 1.1655 2.4589 2.3611e-05 1.4789 0.6389 0.8537 0.4747 40.6608 0 0 0
PPE_PI_ENS_125 0.8729 5.9318e-04 1.2876 1.5865 4.1403 2.0383 3.2393 0.7938 0.6358 0.5226 1.8912 0.8697 1.0869 1.6567 1.4976 0.6809 0.7229 7.1519 0.6887 1.4711e-05 0.9801 1.8198 0.7531 0.5421 11.0816 0 0 0
PPE_PI_ENS_126 0.2947 6.5448e-03 0.1668 0.7515 1.3437 1.7177 3.9358 0.9126 1.1498 1.8413 1.6324 1.3436 0.5485 1.2015 0.6980 2.8227 0.9883 0.4977 0.3999 9.7699e-06 1.7974 1.5494 0.6422 0.5346 51.3425 0 0 0
PPE_PI_ENS_127 0.2018 9.3719e-03 1.2361 0.3783 1.8863 1.1833 0.4617 1.0105 0.7563 0.9671 1.5875 1.2503 0.4086 2.1306 0.6474 1.2255 0.8941 3.5594 3.1574 1.2936e-05 0.9190 1.0100 1.0977 0.6393 18.0842 0 0 0
PPE_PI_ENS_128 0.8958 6.6857e-03 0.1186 0.8621 2.7540 1.1489 1.2152 1.4117 1.7167 1.4414 2.0101 1.9302 0.5400 1.5620 1.0672 2.1839 1.8568 0.2600 2.0270 1.3580e-05 1.7422 1.8824 0.5026 0.4534 39.3224 0 0 0
PPE_PI_ENS_129 0.3551 8.2403e-03 0.5994 1.9700 3.4306 1.1254 1.7694 0.7133 1.3291 1.3927 1.8583 0.8363 0.5967 1.0909 0.8030 2.3199 0.6897 9.8884 4.5830 2.6910e-05 1.2269 1.5979 1.1732 0.4090 2.7812 0 0 0
PPE_PI_ENS_130 0.3105 3.7097e-03 0.7747 0.3086 2.6045 1.0393 2.7999 1.3916 0.9312 1.4514 2.0749 1.6763 0.4048 1.1202 0.9765 1.7970 1.1645 4.8446 0.7739 1.4883e-06 0.9964 1.1157 0.6606 0.6700 12.8753 0 0 0
PPE_PI_ENS_131 0.2749 6.1955e-03 0.6861 0.2577 2.4414 0.9609 3.2024 1.1856 1.3572 1.2986 1.5378 2.1056 0.6957 1.6613 1.4811 1.2957 0.8016 7.6440e-02 2.7467 1.7477e-05 0.5350 0.5505 1.1712 0.7970 47.8281 0 0 0
PPE_PI_ENS_132 0.5609 5.2474e-04 1.3500 1.9059 1.7122 1.0716 2.4111 1.4548 1.0005 1.2108 1.3942 2.2556 1.0529 0.9390 0.7757 1.6443 1.3141 8.4153 2.7781 1.9444e-05 1.4615 1.6183 0.9230 0.6543 4.4517 0 0 0
PPE_PI_ENS_133 0.3443 7.4250e-03 1.4275 1.7729 2.1640 2.5062 2.1937 0.9574 0.7024 0.8507 2.7706 1.3965 0.6616 1.0447 0.7674 1.6199 1.4420 3.3395 4.8761 1.0411e-05 1.0690 1.5842 0.5973 0.6903 49.5118 0 0 0
PPE_PI_ENS_134 0.7230 1.0682e-03 1.1509 1.2952 2.9464 0.8758 2.1032 1.1625 0.5678 0.7087 2.0821 1.9191 1.1486 1.6110 1.0354 2.5973 0.6864 4.3765 1.3510 9.4606e-06 1.9294 0.8368 0.6917 0.6605 50.5069 0 0 0
PPE_PI_ENS_135 0.2542 4.7897e-03 1.3439 1.5697 1.8479 0.5280 0.4767 1.4848 1.5222 0.9204 2.5980 2.0472 0.9270 1.8417 0.5743 1.5001 1.3260 5.3849 4.4605 1.9080e-06 0.7160 0.9130 0.6221 0.4568 33.6565 0 0 0
PPE_PI_ENS_136 0.6185 4.9667e-03 0.3514 0.5434 4.0472 1.8612 1.3606 1.1322 1.9852 0.5743 2.5299 0.5150 0.5996 2.6691 1.1511 2.4551 1.4477 7.8601 0.9289 4.8995e-06 1.5994 1.9983 0.9692 0.7776 5.9915 0 0 0
PPE_PI_ENS_137 0.3371 5.1354e-03 0.6722 1.3139 1.8277 2.3779 2.5760 0.9679 1.8105 0.9417 1.2095 1.2471 0.4837 2.0423 0.8986 0.9214 1.8312 7.7763 3.6638 2.2347e-05 1.3493 0.8869 1.0747 0.6126 22.3435 0 0 0
PPE_PI_ENS_138 0.6601 2.3889e-03 1.1570 1.9598 4.6122 3.7051 0.4225 0.9745 1.2955 0.7961 2.2749 1.7317 1.3001 3.1452 0.9980 2.1146 1.4740 9.9725 4.4363 2.9152e-05 0.7182 1.7653 0.8892 0.5486 7.0749 0 0 0
PPE_PI_ENS_139 0.8558 7.8252e-03 0.7541 0.3333 1.6429 1.8087 0.9760 1.2419 1.4402 1.5965 2.2682 1.8813 1.1344 1.7691 0.6738 1.0197 1.5410 0.1636 2.6911 2.6588e-05 1.3168 1.9361 1.0595 0.5746 23.8359 0 0 0
PPE_PI_ENS_140 0.7093 4.8162e-03 0.1520 0.7745 1.5346 1.0025 2.7320 0.6682 1.8167 0.5365 1.0316 1.5375 1.0187 1.1548 0.7385 1.3692 1.7606 4.6018e-02 1.4518 2.3307e-05 1.8525 1.3643 1.1803 0.7548 20.0313 0 0 0
PPE_PI_ENS_141 0.5083 2.8548e-03 1.0039 0.9186 2.9660 3.5275 2.5252 1.1751 0.6188 1.9341 2.9181 1.3568 0.5460 2.2187 1.2646 1.0723 0.9479 1.0924 1.9591 2.2711e-05 1.6604 1.8508 0.7364 0.5870 50.9077 0 0 0
PPE_PI_ENS_142 0.4213 1.4443e-03 0.5294 1.8102 1.1564 0.5884 2.4998 0.9227 1.2213 1.9258 2.7865 0.9338 0.8742 1.8522 0.6871 0.6555 1.1685 6.2026 0.7347 2.2479e-05 0.6835 1.6902 1.1899 0.5774 14.2018 0 0 0
PPE_PI_ENS_143 0.3741 7.6551e-03 0.5072 0.7245 1.7981 1.6090 1.5935 1.2241 1.2200 0.8067 2.1963 2.2411 1.1812 2.0122 0.7956 1.1440 1.2985 2.9130 2.1444 2.8187e-05 0.6519 1.9875 0.8530 0.5837 45.2709 0 0 0
PPE_PI_ENS_144 0.8817 5.2136e-03 0.8910 0.8707 1.8136 2.2587 3.1606 1.2791 1.4512 0.5519 1.7815 1.4001 0.8873 1.3658 1.4323 2.9893 1.1392 8.9026 1.7346 2.7593e-05 1.4048 1.2891 0.7053 0.4953 5.3215 0 0 0
PPE_PI_ENS_145 0.7435 2.7715e-03 1.0596 1.2461 0.4781 2.4913 1.6366 0.7007 0.8496 0.9533 1.6894 1.1220 0.5610 1.3413 0.7009 2.6820 1.0877 1.5914 4.5760 2.7087e-05 0.8237 1.1353 0.7255 0.5384 50.7235 0 0 0
PPE_PI_ENS_146 0.4152 1.1891e-03 1.0745 1.8218 2.8130 1.7714 1.9137 1.0462 1.2289 0.5832 2.8532 1.3785 0.8997 2.4220 0.8785 0.7537 0.5621 7.4306 0.6163 2.3101e-05 0.5595 0.6575 1.0398 0.7458 6.5949 0 0 0
PPE_PI_ENS_147 0.2100 9.3430e-03 0.1715 0.3617 0.6828 1.9479 3.3974 1.3229 1.6787 1.0333 1.4763 1.7515 1.2421 2.6872 1.3071 0.9706 0.5362 9.3640 4.2742 2.8388e-05 0.6700 1.8454 0.8698 0.4630 37.7304 0 0 0
PPE_PI_ENS_148 0.8682 6.0648e-03 0.1580 0.5546 0.9900 0.7533 2.8937 0.6396 1.6032 1.4241 2.2493 2.0610 0.9088 1.2923 1.1874 2.9496 1.4119 6.3079 2.1947 1.9813e-05 1.1000 1.0525 0.8849 0.6230 28.6993 0 0 0
PPE_PI_ENS_149 0.8279 4.3775e-03 0.1221 1.3274 2.3467 2.9323 1.2308 0.8636 1.5105 1.6357 2.9862 2.2801 1.2331 3.1212 1.3613 0.9970 1.1001 1.4663 4.3526 2.6073e-05 1.9436 1.6604 0.5751 0.4065 23.5872 0 0 0
PPE_PI_ENS_150 0.7712 3.3390e-03 0.6072 1.2129 1.3640 2.4592 1.4133 0.6057 1.7926 0.8739 2.9293 1.7098 1.3156 1.5275 1.0726 1.7810 1.6297 5.0621 0.4588 8.1662e-07 1.6464 0.8060 0.8440 0.5548 42.1155 0 0 0
PPE_PI_ENS_151 0.2998 6.5852e-03 0.6625 1.3688 3.3350 2.6541 1.8066 0.7239 1.0246 1.1767 1.2805 2.0005 0.9703 1.5384 1.1829 1.2709 1.0162 5.6462 1.1980 5.5500e-06 1.1656 1.7070 0.6990 0.5028 29.6331 0 0 0
PPE_PI_ENS_152 0.6930 3.8594e-03 0.6127 1.7062 3.8192 2.8557 2.1202 0.9826 1.8855 1.0518 2.4601 0.6367 0.9545 2.3370 0.8488 1.6260 0.7748 0.5326 1.0958 3.0176e-05 1.1373 1.0890 0.6178 0.7877 7.6939 0 0 0
PPE_PI_ENS_153 0.7865 6.1484e-03 0.9549 1.3504 3.1593 2.8633 2.6006 0.6975 1.1150 1.1696 2.8892 0.5743 0.6250 2.7304 1.1114 2.3958 1.4845 3.9971 3.8758 1.0871e-05 0.8151 0.9263 0.9997 0.7920 3.3030 0 0 0
PPE_PI_ENS_154 0.7394 1.8350e-03 0.6772 1.5358 2.4187 0.3148 2.3127 1.2561 0.6733 1.1602 1.6940 1.8622 0.6727 2.3772 1.2791 0.4553 0.7123 3.8785 1.4162 2.1789e-05 1.4290 0.7579 0.6931 0.7104 51.6742 0 0 0
PPE_PI_ENS_155 0.5497 2.0112e-03 1.3616 0.4822 2.4732 2.5809 3.4638 1.0208 1.2797 1.9849 2.3131 1.0392 0.9623 0.8643 1.0001 0.7851 1.9162 9.4101 2.8968 1.4599e-05 0.8353 1.1405 0.7436 0.5464 18.2020 0 0 0
PPE_PI_ENS_156 0.6473 8.4087e-03 0.6281 0.5276 2.0978 0.7619 0.8893 0.6794 1.3228 1.2551 2.5156 1.6558 1.2090 3.1821 1.1041 0.5024 1.1290 0.7302 2.3907 1.8461e-05 1.1581 0.5299 0.7201 0.7091 35.3398 0 0 0
PPE_PI_ENS_157 0.7566 2.2594e-03 0.2626 0.2288 3.7172 1.8749 0.9486 1.3194 1.2512 1.0861 1.2117 1.9682 0.8949 2.9029 1.1671 1.3987 1.2380 8.8036 2.2497 1.6781e-05 1.8143 0.6796 0.7316 0.6890 8.9199 0 0 0
PPE_PI_ENS_158 0.4398 1.8931e-03 0.4247 0.2897 4.4086 3.3125 1.8688 0.8742 1.6857 0.6929 2.5589 1.8232 0.4636 3.2943 1.3346 0.6308 1.2863 6.2613 2.4819 2.8647e-05 0.7656 1.7093 0.5258 0.6758 45.0157 0 0 0
PPE_PI_ENS_159 0.3477 8.5122e-03 0.8052 1.0213 1.4523 1.1052 2.0768 0.7346 1.3041 0.7805 2.8447 1.4103 0.4595 1.7442 1.1603 2.4844 1.2274 1.9252 4.6469 1.0547e-06 0.7723 1.7313 0.9931 0.4549 1.6672 0 0 0
PPE_PI_ENS_160 0.8392 7.0320e-04 0.2169 0.7079 0.8284 3.8566 3.3013 1.3789 1.8565 1.6154 1.1166 1.9888 0.6176 3.1196 1.1950 0.9134 1.6031 7.5445 1.1609 2.2971e-05 0.7580 1.6046 0.5211 0.4124 31.7156 0 0 0
PPE_PI_ENS_161 0.5017 3.9512e-03 0.5590 1.8556 2.8462 1.2341 2.5676 0.7707 1.3642 0.6541 2.0685 1.9464 0.3394 3.2253 1.2654 0.7600 1.8275 8.7162 2.8575 2.5476e-05 0.5398 1.7893 1.0876 0.4443 10.1547 0 0 0
PPE_PI_ENS_162 0.5383 7.7303e-03 0.7030 1.9844 2.8352 3.5644 3.4061 1.3754 1.7086 1.7325 1.4523 1.9995 0.8711 1.4182 0.6571 1.5524 0.8396 2.8393 3.2025 9.2863e-06 1.6301 1.3849 0.7804 0.4859 27.5813 0 0 0
PPE_PI_ENS_163 0.5411 9.5463e-03 1.3853 1.1051 3.5898 0.8427 0.8211 1.3686 1.4040 1.8287 1.3359 2.4366 0.7786 3.0599 1.1454 1.8449 1.5844 9.5693 2.6640 3.1277e-05 1.8436 1.1821 1.1877 0.7008 53.5093 0 0 0
PPE_PI_ENS_164 0.5442 3.9418e-03 1.2718 1.2236 4.9881 3.8270 0.5456 0.7211 1.7877 1.2500 2.0083 0.6485 0.9140 3.0034 1.2172 0.3724 1.6349 2.1729 3.8097 2.9638e-05 0.5214 1.5907 0.5062 0.6313 4.8381 0 0 0
PPE_PI_ENS_165 0.2825 7.9638e-03 0.9083 0.5387 2.5264 1.8881 1.2513 1.1603 1.2854 0.5980 1.7612 1.6814 1.0700 1.7736 1.2300 1.8542 0.9392 5.9808 4.1477 2.4219e-05 0.7541 0.8555 0.6817 0.7481 22.5730 0 0 0
PPE_PI_ENS_166 0.5349 4.1291e-04 0.8332 0.2014 0.4949 3.9032 1.6120 1.0932 1.3909 1.3139 1.5533 1.4872 1.1428 0.9925 0.8581 1.2562 1.1370 2.3030 1.0636 1.7024e-05 0.8643 0.7535 0.8354 0.4297 44.0990 0 0 0
PPE_PI_ENS_167 0.2391 3.2390e-03 0.2867 1.7603 1.6203 3.7677 0.7821 0.8794 1.4332 1.3870 2.9977 1.1342 1.3213 1.9489 1.0509 2.3419 1.7104 0.3174 3.4779 2.3696e-05 1.5895 1.9005 0.8216 0.5276 23.2968 0 0 0
PPE_PI_ENS_168 0.2117 2.8357e-03 1.0895 1.9456 4.0033 1.2173 0.3236 0.9691 1.2424 1.2842 1.3559 0.6223 0.6477 1.1378 1.2572 2.0188 0.9840 6.4085 1.8413 1.1062e-05 1.9801 1.2431 0.9571 0.7608 48.7932 0 0 0
PPE_PI_ENS_169 0.7642 7.9247e-03 0.8924 0.2401 2.5943 1.7085 2.3556 0.8662 0.7944 0.5923 2.3905 2.0151 0.8145 2.7356 0.6019 2.1320 0.6781 2.5213 3.5834 1.8110e-05 1.7366 0.6934 1.0167 0.4219 32.5584 0 0 0
PPE_PI_ENS_170 0.4791 1.9522e-03 0.4427 1.7474 2.2786 3.2375 0.9852 1.4567 0.9850 0.9473 1.6616 1.7906 0.3620 0.8746 0.7894 2.4093 0.8891 2.8887 3.4974 1.9379e-05 1.3625 1.4025 0.5690 0.4319 52.9652 0 0 0
PPE_PI_ENS_171 0.5050 2.5940e-03 0.3114 1.1975 1.9925 0.8675 1.9719 1.1794 0.8095 0.7000 1.1610 1.7665 1.1644 1.6738 1.0183 0.6019 1.8464 1.3978 2.3551 7.7345e-06 1.0351 1.8081 0.6889 0.6848 15.9449 0 0 0
PPE_PI_ENS_172 0.6347 7.6453e-03 1.4813 0.4396 3.4050 0.7201 3.9746 0.7282 1.1927 0.7730 1.4311 1.4257 0.7437 2.8189 0.6203 2.3494 1.2752 5.3039 1.1873 1.9769e-06 0.7788 1.2873 1.1066 0.7996 41.7287 0 0 0
PPE_PI_ENS_173 0.2236 4.5063e-03 0.3430 1.1406 4.9513 1.7973 3.6481 0.9339 1.1228 1.8703 2.7346 1.0808 1.0810 1.3878 1.2451 0.3401 1.3865 1.2303 4.6132 1.4974e-07 0.6027 1.8295 1.1787 0.5222 35.1565 0 0 0
PPE_PI_ENS_174 0.4936 4.4415e-03 0.7587 0.2638 3.4885 3.6919 2.2070 0.6674 1.4529 1.9098 2.6794 1.0954 0.8816 1.6981 0.8546 1.9624 0.9593 2.4081 0.9385 9.3304e-06 0.7332 0.8245 0.7566 0.5504 18.5505 0 0 0
PPE_PI_ENS_175 0.3540 8.3660e-03 1.0496 1.5315 4.4399 2.7100 3.7675 0.8023 0.8771 1.5670 1.0917 0.6614 0.7151 1.9140 1.4646 1.7627 1.9655 4.2307 4.1571 1.9967e-05 1.5814 1.5769 0.9029 0.5297 17.5876 0 0 0
PPE_PI_ENS_176 0.3085 5.8240e-03 0.8608 1.9259 4.3129 3.1249 2.6938 0.8355 0.5171 0.6434 2.0287 1.8528 1.3119 2.9937 1.0082 0.8808 0.6019 6.1180 2.2934 1.3279e-05 1.5459 0.7780 1.0019 0.7405 57.0445 0 0 0
PPE_PI_ENS_177 0.8905 9.0150e-03 0.3871 1.7957 2.8847 1.7535 2.9604 0.7660 1.3330 1.9226 2.1124 1.2826 0.8500 2.2361 1.0829 2.6964 1.8911 1.5262 0.4363 2.7198e-05 1.1901 1.0156 0.7286 0.4385 57.4724 0 0 0
PPE_PI_ENS_178 0.6085 4.0711e-03 0.3288 1.0925 2.0164 3.0194 1.6971 1.0831 1.1637 1.4374 1.8369 0.7498 1.1709 1.1847 1.4577 0.9384 1.3724 2.9790 0.9829 2.3925e-05 1.4377 1.4755 0.6152 0.6370 54.1063 0 0 0
