0 V_SCALE_BC_RAD_NI V_SCALE_DU_RAD_NI V_SCALE_DRYDEP_ACC V_SCALE_DRYDEP_AIT V_SCALE_DRYDEP_COA V_SCALE_EMI_BB V_SCALE_EMI_BF V_SCALE_EMI_ANTH_SO2 V_SCALE_EMI_DUST V_SCALE_SO2_REACTIONS V_SCALE_SO2_SO4_Fraction V_SCALE_EMI_SSA V_SCALE_EMI_CMR_BB V_SCALE_EMI_CMR_BF V_SCALE_EMI_CMR_FF V_SCALE_EMI_DMS V_SCALE_EMI_FF V_SCALE_NUC_FT V_SCALE_SO4_COATING V_SCALE_PH_PERT V_SCALE_WETDEP_BC V_SCALE_WETDEP_IC V_SCALE_KAPPA_SS V_SCALE_KAPPA_SO4 V_SCALE_CDNC_MIN INSTALL START END
PPE_PI_ENS_89 0.7784 2.3064e-03 0.1500 0.5612 3.6376 0.6972 2.4512 1.0599 0.7014 1.6049 1.3163 1.2747 1.1721 1.2729 1.1445 1.4952 0.7888 8.1937 3.7295 3.3319e-06 0.9572 0.8343 0.9605 0.4577 29.8333 0 0 0
PPE_PI_ENS_90 0.7325 2.3620e-03 0.5763 1.8491 4.4237 0.9296 0.3420 1.4915 1.5418 1.0268 1.8862 0.7052 0.6847 0.8950 1.0656 2.0765 1.8048 6.6754 0.7629 9.5146e-06 0.8605 1.0785 0.7117 0.6660 12.8330 0 0 0
PPE_PI_ENS_91 0.6939 4.4476e-03 0.7886 1.0946 2.4712 0.8500 2.0556 1.0459 1.8485 1.8482 1.9035 2.0883 1.0197 1.1796 1.0075 2.9032 0.5433 0.7404 3.5643 5.8755e-06 1.3612 1.1645 0.8591 0.4062 43.6051 0 0 0
PPE_PI_ENS_92 0.3011 5.0305e-03 1.2397 1.9103 0.7172 0.7880 1.4646 0.6494 0.7940 1.9177 2.2364 1.0047 0.6485 2.7351 0.6460 1.2678 1.3145 2.4001 4.8750 6.2578e-06 1.5904 0.9034 0.8034 0.5305 4.0236 0 0 0
PPE_PI_ENS_93 0.6271 3.4109e-03 0.3086 0.2938 0.2495 3.7125 3.2377 1.2432 1.3068 1.5266 2.6947 2.2053 1.2564 0.9758 0.9030 1.6860 0.9781 8.1131 0.3461 1.1882e-05 1.0247 0.6827 0.9490 0.7246 32.2199 0 0 0
PPE_PI_ENS_94 0.6104 3.7803e-03 0.5048 0.7473 4.2159 0.5632 1.9344 1.1761 1.9293 1.8685 2.8106 0.7671 1.2913 3.1456 1.4771 1.1927 1.0560 8.2890 1.7073 2.3739e-06 1.6269 1.0901 0.5342 0.5739 29.4228 0 0 0
PPE_PI_ENS_95 0.6145 4.2892e-03 0.1173 1.9532 3.5699 3.1646 3.4434 0.8382 1.2040 1.9952 1.5069 1.7059 0.7763 2.3763 1.0042 0.8279 1.2678 8.3373 2.0971 1.1992e-05 1.9730 0.9225 0.9020 0.4870 41.3512 0 0 0
PPE_PI_ENS_96 0.8949 6.6401e-03 1.2819 1.1471 3.8267 3.0047 1.3712 0.9788 1.8026 1.8910 2.8418 1.8481 1.1937 1.2474 1.0919 1.1290 1.4748 4.4016 4.3710 5.7905e-06 1.3718 1.2201 0.9368 0.7396 10.9571 0 0 0
PPE_PI_ENS_97 0.5554 8.8107e-03 0.5508 0.6164 4.5368 0.6097 2.1015 1.4649 0.5909 1.0873 1.8131 1.6037 0.7003 3.2185 0.7604 0.5037 0.8338 7.0063 0.8852 1.6750e-05 0.5308 1.1123 0.6919 0.7849 21.3594 0 0 0
PPE_PI_ENS_98 0.4691 6.8207e-03 1.3904 1.1633 4.5788 2.5440 3.7292 1.2463 0.6291 1.0703 1.0567 0.9062 1.3318 1.6467 1.3429 1.6472 1.9500 5.0532 2.8930 8.0465e-06 1.1409 1.9851 0.8912 0.7110 8.0513 0 0 0
PPE_PI_ENS_99 0.2032 6.0792e-04 0.7512 0.3837 3.4140 0.4382 0.7508 0.8988 1.2308 1.1011 1.4909 1.2669 0.4572 1.3876 0.8373 1.0271 1.0276 8.2496 4.8358 2.7046e-05 0.9930 1.3061 0.6277 0.7797 5.6568 0 0 0
PPE_PI_ENS_100 0.6555 2.7951e-03 1.3112 1.7987 1.0086 1.1507 2.2499 1.1527 0.8559 1.3647 2.6831 2.3771 1.1446 2.1776 0.8078 0.6830 1.9764 8.9595 2.2705 2.3246e-05 1.1244 0.5984 0.9242 0.4767 6.7713 0 0 0
PPE_PI_ENS_101 0.7539 3.0549e-03 1.3105 1.9557 3.6531 1.5626 3.5403 1.3841 1.5474 0.5928 1.1684 1.4827 1.1908 2.4298 1.0780 1.7276 0.9912 5.4825 4.9700 2.8372e-06 1.3876 1.8298 0.5132 0.5434 58.1395 0 0 0
PPE_PI_ENS_102 0.7716 5.2947e-03 0.7813 0.8875 4.9719 3.3265 1.9813 0.9160 0.7708 1.0180 2.6144 0.5816 0.5831 1.4640 0.5244 2.7022 1.4911 8.3618 2.8532 4.4683e-06 1.5176 1.1516 0.5449 0.6799 16.5324 0 0 0
PPE_PI_ENS_103 0.4520 4.4707e-03 0.4343 0.5510 0.1636 3.4049 3.2048 0.6902 1.6303 0.9404 1.6403 2.3917 0.3593 2.7532 1.0636 0.8967 1.0530 6.6132 1.2611 2.7282e-05 1.3355 1.1800 1.0078 0.7603 56.8925 0 0 0
PPE_PI_ENS_104 0.4144 1.9004e-03 0.7354 1.6803 2.1066 1.3437 3.1316 0.6189 1.7306 1.4942 2.8870 1.4377 1.1154 2.0261 1.0863 1.8545 0.6329 1.3301 1.9733 2.2850e-05 1.8378 1.2950 0.9303 0.7831 58.7655 0 0 0
PPE_PI_ENS_105 0.3748 1.2915e-03 0.3447 0.6808 4.4590 2.1445 2.5679 0.7623 1.9611 1.4892 2.9534 1.6978 0.8656 2.7856 0.6943 1.9545 0.7554 5.0955 2.8719 1.2753e-05 1.1722 1.4301 1.1851 0.6902 28.1759 0 0 0
PPE_PI_ENS_106 0.8865 7.3894e-03 0.9954 0.4182 3.7091 0.7556 3.7756 0.8920 0.9130 1.5709 2.4656 1.5474 0.5582 2.6636 1.4061 2.3319 0.6457 3.6970 2.6366 2.4618e-05 1.4099 0.8270 0.9571 0.4255 44.7109 0 0 0
PPE_PI_ENS_107 0.5455 2.7534e-04 0.5148 0.2067 4.0057 0.8880 1.7865 0.8415 1.1762 1.3701 2.4212 1.4586 0.4504 1.5070 1.4340 0.5776 1.4591 3.9887 4.3605 2.7927e-05 1.7359 1.6761 0.8101 0.5112 6.4883 0 0 0
PPE_PI_ENS_108 0.4980 7.3057e-03 1.1799 1.2118 3.1403 0.2925 0.6532 1.4155 0.5218 1.7081 1.3695 1.5540 0.5894 1.3781 1.0440 2.1377 1.6057 9.0554 2.9774 1.6510e-05 0.6278 1.6643 0.8609 0.6602 46.8361 0 0 0
PPE_PI_ENS_109 0.4605 1.3215e-03 0.4467 1.0676 4.4032 0.8839 1.6625 0.6638 1.1460 0.6552 1.8451 1.2820 1.1263 1.9292 0.9763 2.8813 1.9574 2.3339 4.1233 2.1956e-05 0.9778 1.9803 0.7650 0.6430 27.7645 0 0 0
PPE_PI_ENS_110 0.8902 1.3775e-03 1.0324 0.9080 1.7537 0.3418 1.1573 1.3957 1.4148 1.2243 1.5495 1.1326 1.3159 1.8956 1.1933 0.6679 1.8335 6.3711 3.6737 2.1844e-05 1.0894 1.5005 1.0667 0.6319 18.9850 0 0 0
PPE_PI_ENS_111 0.6525 3.8061e-03 0.8204 0.5115 1.3605 1.8959 0.5100 0.7030 1.3718 1.9600 1.8944 1.7117 0.5209 1.6260 0.7575 2.2905 0.9394 8.7592 4.2716 2.4978e-05 0.8019 1.0268 1.0585 0.5063 48.4927 0 0 0
PPE_PI_ENS_112 0.8064 5.9655e-03 0.1987 0.7928 4.5052 3.6506 3.2667 1.1401 1.6649 1.2942 1.2104 1.6509 0.9308 3.2757 0.5721 2.2201 1.7511 3.2794 2.5240 3.8086e-06 0.6154 1.7000 0.7077 0.5594 22.8070 0 0 0
PPE_PI_ENS_113 0.8969 5.7072e-03 0.5427 1.2598 4.8608 2.5802 0.3817 1.2736 1.0366 0.6598 1.2758 1.5686 0.5015 1.3649 1.2394 1.9850 0.7736 8.6267 2.8213 1.8152e-05 1.3504 1.4415 0.8339 0.6409 23.2200 0 0 0
PPE_PI_ENS_114 0.3154 9.4156e-03 0.9403 0.9766 2.5590 3.5475 2.7997 0.7928 1.2799 1.3500 2.0699 1.9186 0.5744 2.7638 1.3332 1.9300 1.5957 4.7511 4.6716 1.8712e-05 1.6337 1.7277 0.8965 0.4269 54.0239 0 0 0
PPE_PI_ENS_115 0.7526 4.5925e-04 1.2870 0.2537 1.9790 1.1368 2.4926 1.4120 0.5347 0.9070 2.1167 1.7881 0.8998 2.9413 0.7018 2.5792 1.8417 1.6093 2.1629 2.9131e-05 1.5049 0.6086 0.6062 0.5901 20.1274 0 0 0
PPE_PI_ENS_116 0.7239 1.0473e-03 0.1726 0.4110 4.7900 1.6100 1.0965 1.1945 1.6366 0.8293 2.7145 1.4211 0.9335 1.9748 1.3265 2.5181 1.3279 4.9696 1.9597 1.6966e-05 0.7041 1.7217 0.5007 0.7995 25.0151 0 0 0
PPE_PI_ENS_117 0.4835 4.9647e-03 0.2681 1.4247 2.8161 0.5385 1.8854 0.7359 0.6630 1.9718 1.7336 1.0860 1.3095 3.2251 0.8610 2.7500 1.1522 7.8487 4.1850 2.3427e-05 1.4839 1.3921 1.1118 0.4918 21.1013 0 0 0
PPE_PI_ENS_118 0.2207 6.1874e-03 0.2756 0.7836 1.5251 0.9466 2.6020 0.7116 0.8314 1.8532 2.3372 1.2590 0.8395 1.2447 0.6982 1.4643 0.5540 8.4742 2.3016 2.7136e-05 0.8326 0.8100 0.5534 0.6809 52.6700 0 0 0
PPE_PI_ENS_119 0.6404 5.6040e-03 1.4710 1.9736 1.0290 2.9173 1.7470 1.2048 0.7355 1.2178 1.3795 2.2807 0.5556 0.9580 1.1970 1.5092 1.5112 3.5232 0.9845 1.9702e-05 1.3471 1.5465 1.1726 0.6933 58.9822 0 0 0
PPE_PI_ENS_120 0.3021 1.4807e-03 0.5721 1.5220 1.6135 2.8237 2.5253 1.2600 1.9234 1.2675 1.1531 1.2054 0.7144 1.0803 0.8244 0.8720 0.5108 8.9310 3.1153 2.6608e-05 1.6246 0.8427 1.0054 0.4519 37.1424 0 0 0
PPE_PI_ENS_121 0.5211 6.7914e-03 1.0450 1.1168 1.7154 0.3652 2.4082 1.3459 1.4490 1.7961 1.7871 1.5224 1.2792 0.9627 0.8264 1.9921 0.8574 4.2559 0.5529 1.1650e-05 0.5765 0.7859 0.6704 0.7553 15.9523 0 0 0
PPE_PI_ENS_122 0.7688 8.1723e-03 0.3120 0.4849 1.6428 1.9388 2.2151 0.6385 0.6750 0.7831 1.7778 2.1700 0.8580 1.0474 0.6616 0.4105 1.2321 6.2781 4.8868 1.0649e-05 1.0084 0.5111 0.5677 0.6968 24.4279 0 0 0
PPE_PI_ENS_123 0.8715 3.7427e-03 0.8046 0.9470 2.5860 1.7412 0.5192 0.8869 1.7203 1.5118 1.6027 1.5771 0.7608 1.9694 1.4468 2.5361 1.3827 9.3943 1.1715 2.3847e-05 1.0791 1.5202 0.8774 0.4369 45.0789 0 0 0
PPE_PI_ENS_124 0.2505 9.2016e-03 0.2229 0.4258 4.3772 2.1253 1.7581 0.6743 1.6606 1.8126 2.7041 0.5348 0.4346 1.1699 0.7295 2.9243 0.8168 3.3847 3.1472 7.7493e-06 0.6069 0.5621 1.1950 0.4658 26.7247 0 0 0
PPE_PI_ENS_125 0.8368 6.9125e-03 0.9680 1.4549 4.3572 2.3919 3.0235 1.4725 0.5416 1.4562 2.4584 1.1445 1.0951 1.3515 0.7247 2.4380 1.4409 7.4848 3.4787 2.2636e-05 0.8452 1.2385 1.0974 0.7051 28.8995 0 0 0
PPE_PI_ENS_126 0.2318 3.1347e-03 1.1307 1.7075 1.6871 1.9634 2.0692 1.1911 1.9458 1.6248 1.9575 2.0533 0.6940 3.1441 1.3521 1.8762 0.6585 5.2999 4.4574 3.0477e-06 1.8264 1.8687 0.9381 0.6364 59.1794 0 0 0
PPE_PI_ENS_127 0.7304 8.2581e-03 0.7959 1.2252 1.7823 2.7098 3.0329 0.6691 0.6432 1.0547 2.3602 2.0452 0.7202 2.0668 1.1365 1.7008 0.6149 8.5942 4.9893 2.6735e-05 1.5472 0.5750 0.7456 0.6326 34.7657 0 0 0
PPE_PI_ENS_128 0.5492 1.5981e-03 0.6775 0.4976 2.9589 1.6935 2.1728 1.3110 0.8781 1.9349 1.5130 1.2340 0.6907 2.4112 1.0470 0.8176 1.7565 2.5338 1.9014 7.2217e-06 1.0002 1.1397 0.6799 0.4080 43.1150 0 0 0
PPE_PI_ENS_129 0.6979 5.8950e-03 0.1826 0.4501 4.1524 2.7611 0.8345 1.0015 0.6208 1.5359 1.4827 0.6804 0.3408 2.8940 1.3136 1.6112 1.0993 6.4992 4.7146 1.0169e-05 1.1878 1.0194 0.8842 0.5240 52.3070 0 0 0
PPE_PI_ENS_130 0.3517 9.3228e-03 1.2600 1.3180 1.3794 2.9066 2.2565 1.0429 1.4549 1.4126 2.4810 2.3310 0.6746 2.2116 0.6659 1.3926 1.5409 1.5553 2.0696 7.5392e-06 1.6799 0.9790 0.8265 0.7007 36.9443 0 0 0
PPE_PI_ENS_131 0.7852 1.6021e-03 0.5310 1.3578 0.2983 0.7121 0.5707 1.4871 0.9230 1.1549 2.2732 0.5446 1.1560 2.5192 1.3951 0.9726 0.7018 2.8873 1.0437 8.2222e-06 1.0275 1.5595 1.0763 0.4813 5.9835 0 0 0
PPE_PI_ENS_132 0.8616 9.9081e-03 0.6317 0.5933 0.2833 0.5275 0.7369 1.1107 1.1651 1.8636 2.7953 1.4056 1.2326 1.5920 0.6080 1.5534 0.6732 6.5782 2.9331 1.8495e-05 0.9288 1.1370 0.6856 0.7410 59.4992 0 0 0
PPE_PI_ENS_133 0.5071 7.8647e-03 0.1584 0.7631 3.4898 2.0206 0.7859 0.9588 1.2881 1.9643 2.4192 1.6295 0.8270 1.5500 0.5674 1.3724 0.8911 0.1187 1.5609 1.9148e-05 1.7435 1.9139 0.5785 0.4487 3.8726 0 0 0
PPE_PI_ENS_134 0.6182 2.6388e-03 0.3762 1.8286 1.5501 3.4382 2.7260 1.2824 1.2142 1.1666 2.3216 1.3467 1.1390 1.7608 0.5086 0.4890 1.4994 1.1403 1.6696 1.1449e-05 1.9265 0.5941 0.7403 0.6395 42.3629 0 0 0
PPE_PI_ENS_135 0.7647 3.6109e-04 1.2942 0.8151 2.9300 1.6252 1.4721 0.7494 1.3369 1.6837 2.8009 1.0905 1.2835 1.6872 1.0525 1.0161 0.6390 7.1937 0.5132 7.0995e-06 1.0445 1.7406 1.0622 0.7307 9.8608 0 0 0
PPE_PI_ENS_136 0.5418 8.6853e-03 0.4770 0.3637 4.6454 1.2703 3.8248 1.4371 1.8607 1.4157 1.1760 0.5635 0.7962 1.4164 1.2581 1.8980 1.8794 0.6125 1.7365 1.6443e-05 0.8392 0.9366 0.9952 0.7956 32.5663 0 0 0
PPE_PI_ENS_137 0.2272 8.7188e-03 1.1625 0.2265 2.2191 1.5988 3.7038 1.1722 1.8190 1.5508 2.7480 2.0225 0.3445 1.2680 1.0197 0.5979 0.5212 0.9468 1.4700 1.7891e-05 1.7234 0.5523 0.7025 0.7620 17.5684 0 0 0
PPE_PI_ENS_138 0.5660 2.9650e-03 0.6478 1.9714 2.0643 2.3563 2.3646 1.3727 0.9799 0.9644 1.8524 1.5087 1.0601 1.8862 0.7108 2.4576 1.7969 9.4869 2.6221 2.4413e-05 1.6555 0.5691 0.9529 0.5253 30.7134 0 0 0
PPE_PI_ENS_139 0.2217 8.1038e-03 1.1535 1.5578 2.1702 1.6525 1.4397 0.9117 0.9377 1.2535 2.8586 1.6154 0.8972 2.1257 1.4501 1.4872 1.9944 6.7593 4.3152 5.5856e-06 0.6374 0.8591 0.7562 0.5028 43.9624 0 0 0
PPE_PI_ENS_140 0.6439 8.9256e-03 1.3506 1.9885 0.9431 2.6046 3.0768 0.9861 0.7476 0.9741 2.7506 1.4712 0.9791 2.5208 0.9809 0.4760 1.5162 1.4511 2.2171 2.9012e-05 1.8865 1.2030 1.0008 0.4421 54.7633 0 0 0
PPE_PI_ENS_141 0.8773 7.8357e-03 1.2135 1.8665 2.6052 3.9830 2.3729 1.4367 1.8823 1.4264 2.4363 0.7490 0.7660 2.2661 1.3073 1.4716 1.2234 6.5525 0.5819 5.3050e-06 0.8704 0.6426 1.0364 0.4997 45.4914 0 0 0
PPE_PI_ENS_142 0.4640 1.0661e-03 0.6629 1.0833 4.6071 0.7961 1.0306 0.8241 0.6515 0.5533 1.2265 0.8871 0.5135 1.9425 0.9619 0.6206 1.5270 2.4412 2.2744 1.6346e-06 1.9931 1.3218 1.1549 0.7484 12.0022 0 0 0
PPE_PI_ENS_143 0.7452 5.2048e-03 1.4008 0.3120 1.6670 2.6947 0.2587 0.6134 1.3810 1.7448 2.9885 1.0144 0.4849 2.7310 1.4264 2.7728 1.8948 6.1588 1.6411 6.4489e-06 1.9429 1.4754 0.9147 0.4327 40.8014 0 0 0
PPE_PI_ENS_144 0.6459 2.0312e-03 0.6960 1.2443 3.8769 0.9902 2.8125 0.6859 1.5582 1.1455 1.9228 1.1195 0.9741 0.8707 1.0290 0.8475 0.8761 2.1414 1.6312 4.1017e-06 1.7985 0.5347 1.1993 0.5132 30.4464 0 0 0
PPE_PI_ENS_145 0.5969 9.8745e-03 0.4881 1.6217 2.4041 3.2877 1.4224 1.1448 0.8046 0.8598 1.5295 2.4751 0.8737 2.3541 1.4594 2.0991 1.6467 7.3089 1.7253 2.1814e-06 1.1551 1.6531 0.8941 0.4353 3.2157 0 0 0
PPE_PI_ENS_146 0.4244 8.7671e-03 0.8273 0.4755 1.2594 1.7622 2.1401 1.1356 1.4060 0.8859 1.9132 0.9913 0.9889 1.8751 0.6176 1.2633 0.7698 1.8041 2.7204 8.1863e-06 0.6443 0.6184 0.9188 0.5817 25.6118 0 0 0
PPE_PI_ENS_147 0.8667 7.7547e-04 0.8489 1.4001 2.9946 3.1864 2.6645 0.7543 0.6875 0.9245 1.7924 1.7950 0.8128 2.5916 1.2101 2.4172 0.5619 7.5032 1.6043 1.2594e-05 1.8466 1.1690 1.0551 0.7976 56.4754 0 0 0
PPE_PI_ENS_148 0.5591 9.1558e-03 1.3729 1.3359 0.7655 0.2746 3.4222 1.2263 0.5289 0.5659 2.0968 1.1763 0.9187 1.7914 1.1349 2.0879 0.8045 4.1434 0.9417 1.4926e-05 0.7417 0.7466 0.6503 0.7877 51.8623 0 0 0
PPE_PI_ENS_149 0.6054 3.3409e-03 0.7723 0.8427 4.8983 3.9720 3.0009 1.0738 0.8454 1.8803 2.3033 1.4469 1.0247 0.9219 0.9114 2.3496 1.6707 1.9058 2.1421 2.0403e-05 1.4757 1.2492 1.1772 0.4012 49.1146 0 0 0
PPE_PI_ENS_150 0.2798 3.8979e-03 0.2474 0.6339 4.9403 2.7669 2.4430 0.6825 0.8439 1.9014 2.1306 0.5972 1.1028 2.1585 1.1275 2.7348 1.5842 9.5731 2.9215 2.3015e-05 0.7588 0.7487 0.6248 0.7155 11.3151 0 0 0
PPE_PI_ENS_151 0.3981 4.9206e-03 1.0837 1.0394 3.1320 2.8033 0.8050 0.9480 0.7580 1.7836 1.0806 1.5363 0.4827 1.1513 0.5853 1.9114 1.2141 4.6094 3.5091 2.0277e-05 1.2147 0.8024 0.6961 0.5170 13.1376 0 0 0
PPE_PI_ENS_152 0.5505 3.6841e-03 0.1066 1.0502 0.1849 3.1262 1.7044 1.1076 0.5591 1.6276 1.5887 0.8583 1.2279 0.8542 1.0812 0.6551 1.6259 1.6702 3.9572 1.3560e-05 1.8787 1.0513 0.8390 0.7092 54.2384 0 0 0
PPE_PI_ENS_153 0.2484 6.9400e-04 1.0107 1.8327 2.2587 1.8321 3.8871 1.4252 1.9357 1.6895 1.2686 2.1338 0.7523 1.3376 0.8858 2.8380 0.9191 3.0852 3.4158 2.1310e-05 1.0719 1.6440 0.9451 0.7913 20.8953 0 0 0
PPE_PI_ENS_154 0.8005 3.5309e-03 1.4975 1.1754 1.8588 2.2371 2.2876 1.2657 0.6108 1.9067 2.4997 1.7247 0.6588 1.9089 0.8420 1.9374 0.8415 5.7694 0.6527 1.3089e-05 0.5578 1.3356 0.6941 0.5155 28.5838 0 0 0
PPE_PI_ENS_155 0.3056 5.5416e-03 1.0175 0.7267 0.8775 2.1054 0.2942 0.9965 0.7222 1.0363 2.9404 1.7538 1.2504 3.0664 0.8652 2.0164 1.8185 2.8001 1.8794 1.0287e-05 0.5845 1.0008 0.6119 0.5338 48.8580 0 0 0
PPE_PI_ENS_156 0.2055 6.7276e-03 1.2225 1.1563 2.7701 3.3785 2.8436 0.9298 1.7878 1.2793 1.8704 2.4138 0.5652 3.2463 0.8967 0.5538 1.0826 9.1424 0.6761 4.3830e-06 1.6916 1.8835 0.9787 0.4532 14.8597 0 0 0
PPE_PI_ENS_157 0.2631 8.9569e-03 0.5554 1.0201 3.9804 2.6808 0.3454 1.1155 0.7028 1.7738 1.0270 0.6025 1.1058 0.9923 0.7089 0.3381 1.7032 2.9851 4.6000 1.6154e-05 1.8171 1.2810 0.6459 0.6522 55.3438 0 0 0
PPE_PI_ENS_158 0.6818 4.7667e-03 0.8588 1.5258 0.4458 3.1391 2.3062 1.0858 1.8078 1.7616 1.1414 1.8583 0.8854 1.8179 0.6429 1.3132 1.8857 0.2587 4.7326 1.5265e-05 1.8919 1.0929 0.9882 0.5461 35.2897 0 0 0
PPE_PI_ENS_159 0.5044 9.9711e-03 1.0578 0.5391 3.1711 2.2148 2.0420 1.2924 1.2444 1.8002 2.3555 0.8683 0.5392 2.8005 1.0145 2.3697 1.3046 0.8713 4.5453 1.6853e-06 1.3219 1.3637 0.6561 0.7172 49.5986 0 0 0
PPE_PI_ENS_160 0.8252 1.5267e-03 0.1310 1.5866 4.7600 3.5560 2.3452 1.0054 0.8214 1.0621 2.9347 2.2505 0.7800 3.1774 1.2299 2.0522 1.2582 3.5619 1.1548 2.0994e-05 1.4186 1.6554 1.1599 0.4606 2.2208 0 0 0
PPE_PI_ENS_161 0.4902 4.3000e-03 0.5087 1.5440 2.2765 1.7274 0.9387 1.4042 1.0699 1.0633 2.6462 0.8357 0.6676 3.0381 0.6502 2.3818 0.9831 3.8761 1.0135 3.0543e-05 1.9784 1.0683 1.0316 0.6629 15.1512 0 0 0
PPE_PI_ENS_162 0.4583 4.8032e-03 1.1134 0.5328 0.7496 3.9407 2.6448 1.2247 1.3243 1.3153 2.0166 2.2224 0.4046 1.0214 1.4946 1.7322 0.8290 7.3784 4.5183 3.0367e-05 1.9181 0.7976 1.0345 0.6822 49.9621 0 0 0
PPE_PI_ENS_163 0.4122 5.3763e-03 1.3861 1.6910 0.5501 3.2366 0.8781 1.2100 1.2506 1.4612 2.5863 1.8960 1.0713 3.1024 0.6241 2.2067 1.9838 1.4767 3.6044 1.7861e-05 0.9153 0.9305 0.5980 0.4954 18.3868 0 0 0
PPE_PI_ENS_164 0.2073 8.5849e-03 1.1648 1.3287 2.8676 1.2876 2.8820 1.4464 1.3128 0.5148 1.2833 2.2174 1.2052 2.6416 1.1563 2.4767 1.2855 1.8530 0.8450 2.6844e-05 1.8334 1.3780 0.8226 0.5713 37.4552 0 0 0
PPE_PI_ENS_165 0.3694 1.5445e-04 1.3651 1.7782 2.1372 3.2589 3.1406 0.9407 0.5643 1.3903 2.0057 2.3482 1.0145 0.8334 0.6105 0.4262 1.6876 2.5916 0.5854 3.0894e-05 0.8080 1.0051 0.8420 0.5781 23.9966 0 0 0
PPE_PI_ENS_166 0.8431 4.1216e-03 0.7470 1.6077 2.4190 2.4826 2.6155 1.3822 1.5521 0.5368 2.2254 0.6599 0.3365 1.6661 0.9507 0.9889 1.8659 4.3441 4.8079 1.0764e-06 0.9606 0.9426 1.0896 0.6265 6.9734 0 0 0
PPE_PI_ENS_167 0.3753 7.2979e-04 0.4250 0.3484 0.3228 3.4906 0.4891 0.6554 0.9898 0.8012 2.7256 1.3720 1.2390 1.4898 1.4669 2.9709 1.7835 4.8805 4.0248 8.8649e-06 1.4496 1.3438 0.9986 0.5399 26.2663 0 0 0
PPE_PI_ENS_168 0.7612 3.3742e-03 1.4069 0.6925 1.4276 1.9038 0.2874 0.7241 0.6718 1.1981 1.1089 1.7488 0.4409 2.4637 0.5191 0.3632 1.9289 2.4694 1.5063 2.4627e-06 0.7724 1.8940 0.6020 0.6079 46.3621 0 0 0
PPE_PI_ENS_169 0.8483 7.6764e-03 0.5622 1.5087 0.8135 2.4748 2.1908 0.8563 1.0219 1.6683 2.2845 0.8246 1.0504 3.1107 1.2629 0.9412 1.5600 1.0760 1.7606 2.9356e-05 0.5963 0.7775 0.5603 0.4113 38.8491 0 0 0
PPE_PI_ENS_170 0.2355 9.7858e-04 1.2688 0.2821 4.2602 1.5057 3.7548 0.8680 0.5894 0.5201 2.9164 0.5574 0.6230 3.2646 0.7691 2.4054 1.4370 5.3113 2.4029 8.8202e-06 0.7840 1.7775 1.1862 0.6688 28.0227 0 0 0
PPE_PI_ENS_171 0.7972 2.4090e-04 0.3695 0.8665 1.4748 3.5283 1.0561 1.0711 1.1123 1.5200 1.3355 2.4981 0.7981 0.9195 1.3214 1.2263 1.2919 1.9665 1.2380 2.2313e-05 1.9505 0.8714 0.7161 0.7526 3.4003 0 0 0
PPE_PI_ENS_172 0.4862 8.4792e-03 0.4208 0.5543 3.5081 1.3785 1.6355 1.1267 1.9136 0.5239 2.2442 0.8043 0.4087 1.7162 1.3669 2.9426 1.7241 9.7460 4.1421 9.8656e-06 1.1790 1.0349 0.9094 0.4858 5.2163 0 0 0
PPE_PI_ENS_173 0.7831 8.5706e-04 0.5269 1.2757 0.5356 1.1126 0.6146 0.9249 1.2826 1.7797 2.8618 1.7787 0.5244 1.9524 0.5632 2.2286 1.1036 0.5262 4.9270 8.5579e-06 0.7174 1.1238 1.1074 0.6137 33.0383 0 0 0
PPE_PI_ENS_174 0.6931 2.2110e-03 0.7139 0.4695 1.3019 3.1941 1.0042 1.0561 1.6868 0.7107 1.0960 2.4639 1.1497 3.0158 0.5965 2.8092 1.8977 3.1855 4.0754 1.4748e-05 1.1479 1.5380 1.0481 0.5275 8.7487 0 0 0
PPE_PI_ENS_175 0.7270 6.5147e-03 0.4608 1.7541 1.7367 3.5099 3.3497 1.0409 1.3537 0.7056 2.4499 2.0144 0.9624 2.6916 1.1650 1.4128 0.7311 0.8456 3.0364 2.3546e-05 1.6066 0.7316 0.5229 0.7347 38.5922 0 0 0
PPE_PI_ENS_176 0.4197 4.8501e-03 1.1016 1.4724 0.9639 3.6377 3.0542 0.8285 1.2599 0.7196 2.5939 2.3867 0.4470 2.8265 0.7175 2.3392 1.1566 7.5537 2.6933 1.7241e-05 1.3105 1.9651 0.5845 0.4673 19.5714 0 0 0
PPE_PI_ENS_177 0.2581 9.5705e-03 1.0688 1.9072 0.4731 0.4797 1.5372 1.4812 1.6447 1.4396 1.9696 1.0682 1.2221 2.6960 1.1224 1.3517 0.5810 7.4178 4.6056 2.5655e-05 1.6976 1.5307 1.0209 0.4305 33.6520 0 0 0
PPE_PI_ENS_178 0.3297 3.5998e-03 1.0779 1.8072 2.7390 1.3367 1.3011 1.3686 1.9864 0.8702 2.9211 2.1272 0.3710 1.2235 1.2866 1.2461 1.8451 0.2649 2.1135 1.5410e-05 0.7951 1.2786 0.9711 0.6013 56.2833 0 0 0
